japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2020-12-20,12262.19140625,12260.8837890625,12378.548828125,388.6940307617,388.6609802246,392.4388122559,1837.9272460938,1837.5775146484,1861.6165771484,10019.09765625,10018.2451171875,10096.12109375,,,,,2020-12-19,9.8779296875,138.865234375,,,北海道
JP-01,HOKKAIDO,2020-12-21,12401.9619140625,12399.4228515625,12627.95703125,396.0881652832,396.0249938965,403.3182373047,1806.8203125,1806.1672363281,1851.0437011719,10179.9541015625,10178.3115234375,10328.4873046875,,,,,2020-12-19,7.3941345215000069,139.7705078125,,,北海道
JP-01,HOKKAIDO,2020-12-22,12542.2763671875,12538.6044921875,12868.548828125,402.9935302734,402.9031982422,413.451965332,1779.8427734375,1778.9259033203,1841.931640625,10339.3486328125,10336.9736328125,10554.236328125,,,,,2020-12-19,6.9053649901999847,140.314453125,,,北海道
JP-01,HOKKAIDO,2020-12-23,12683.1064453125,12678.38671875,13102.037109375,409.5569458008,409.4421386719,423.0012817383,1755.1540527344,1754.0079345703,1832.7775878906,10497.3505859375,10494.296875,10773.7744140625,,,,,2020-12-19,6.563415527400025,140.830078125,,,北海道
JP-01,HOKKAIDO,2020-12-24,12824.4384765625,12818.75,13329.169921875,415.8142089844,415.6773376465,432.0182800293,1732.7060546875,1731.3602294922,1823.8714599609,10653.943359375,10650.2587890625,10987.4990234375,,,,,2020-12-19,6.2572631836000028,141.33203125,,,北海道
JP-01,HOKKAIDO,2020-12-25,12966.2314453125,12959.6591796875,13549.8984375,421.7591247559,421.6025695801,440.5076293945,1712.6198730469,1711.0998535156,1815.6164550781,10809.1552734375,10804.884765625,11195.7431640625,,,,,2020-12-19,5.9449157715000069,141.79296875,,,北海道
JP-01,HOKKAIDO,2020-12-26,13108.4296875,13101.05078125,13765.1435546875,427.2946166992,427.1204528809,448.3912963867,1694.6881103516,1693.0142822266,1808.1292724609,10963.169921875,10958.35546875,11399.3525390625,,,,,2020-12-19,5.5354919432999736,142.1982421875,,,北海道
JP-01,HOKKAIDO,2020-12-27,13250.9814453125,13242.8720703125,13975.021484375,432.6124267578,432.422454834,455.8752746582,1678.2485351562,1676.4400634766,1800.8482666016,11116.3896484375,11111.0693359375,11598.8056640625,,,,,2020-12-19,5.3178100586000028,142.5517578125,,,北海道
JP-01,HOKKAIDO,2020-12-28,13393.8525390625,13385.08203125,14179.45703125,437.7412109375,437.5369262695,463.0066833496,1663.0190429688,1661.0925292969,1793.6612548828,11269.1484375,11263.3544921875,11794.7939453125,,,,,2020-12-19,5.1287841797000056,142.87109375,,,北海道
JP-01,HOKKAIDO,2020-12-29,13537.00390625,13527.650390625,14378.0654296875,442.7095031738,442.4922485352,469.8253479004,1648.9710693359,1646.9412841797,1786.6694335938,11421.5224609375,11415.2880859375,11987.5849609375,,,,,2020-12-19,4.9682922362999875,143.1513671875,,,北海道
JP-01,HOKKAIDO,2020-12-30,13680.3935546875,13670.498046875,14573.8642578125,447.5331726074,447.3037719727,476.3714294434,1635.7092285156,1633.5883789062,1779.62890625,11573.3017578125,11566.6533203125,12177.4736328125,,,,,2020-12-19,4.8236694336000028,143.3896484375,,,北海道
JP-01,HOKKAIDO,2020-12-31,13823.9658203125,13813.576171875,14765.52734375,452.2485961914,452.0081787109,482.6813964844,1623.3642578125,1621.1639404297,1772.7331542969,11724.5517578125,11717.515625,12364.4482421875,,,,,2020-12-19,4.7154235840000069,143.572265625,,,北海道
JP-01,HOKKAIDO,2021-01-01,13967.6435546875,13956.8095703125,14953.0126953125,456.8297119141,456.5791931152,488.7412719727,1611.9467773438,1609.6767578125,1766.1109619141,11875.2763671875,11867.8779296875,12548.7900390625,,,,,2020-12-19,4.5811157227000194,143.677734375,,,北海道
JP-01,HOKKAIDO,2021-01-02,14111.359375,14100.126953125,15135.2861328125,461.2950134277,461.0352478027,494.5699768066,1601.4100341797,1599.0794677734,1759.7279052734,12025.58203125,12017.8427734375,12730.4521484375,,,,,2020-12-19,4.4653015135999681,143.7158203125,,,北海道
JP-01,HOKKAIDO,2021-01-03,14255.0595703125,14243.44921875,15315.7998046875,465.7102355957,465.4419250488,500.2540588379,1591.1585693359,1588.7756347656,1753.0651855469,12175.3916015625,12167.330078125,12909.763671875,,,,,2020-12-19,4.4152221680000139,143.7001953125,,,北海道
