japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-03-08,19517.578125,19492.826171875,19587.451171875,695.6312866211,693.432434082,702.1213378906,1120.6228027344,1118.9494628906,1135.4936523438,17648.916015625,17628.205078125,17694.943359375,,,,,2021-03-07,2.6312866211000028,94.578125,,,北海道
JP-01,HOKKAIDO,2021-03-09,19599.291015625,19552.068359375,19732.689453125,698.4006958008,694.2063598633,710.7830200195,1150.6634521484,1147.3841552734,1179.8936767578,17704.888671875,17665.4140625,17792.630859375,,,,,2021-03-07,2.7694091797000056,81.712890625,,,北海道
JP-01,HOKKAIDO,2021-03-10,19677.32421875,19609.6953125,19868.5625,701.4030761719,695.3953857422,719.1443481445,1172.0285644531,1167.2520751953,1214.6704101562,17761.921875,17705.439453125,17887.48828125,,,,,2021-03-07,3.0023803711000028,78.033203125,,,北海道
JP-01,HOKKAIDO,2021-03-11,19744.240234375,19658.1484375,19987.291015625,704.5131225586,696.8560180664,727.1366577148,1182.8704833984,1176.7491455078,1237.5275878906,17819.84375,17747.93359375,17979.751953125,,,,,2021-03-07,3.1100463866999917,66.916015625,,,北海道
JP-01,HOKKAIDO,2021-03-12,19812.912109375,19710.029296875,20103.51171875,707.6038818359,698.446472168,734.6762695312,1189.5714111328,1182.2443847656,1254.9536132812,17878.17578125,17792.263671875,18069.279296875,,,,,2021-03-07,3.0907592772999806,68.671875,,,北海道
JP-01,HOKKAIDO,2021-03-13,19873.8828125,19755.841796875,20206.498046875,710.6385498047,700.1164550781,741.76171875,1192.2238769531,1183.8319091797,1267.0205078125,17936.8515625,17838.23046875,18156.251953125,,,,,2021-03-07,3.0346679688000222,60.970703125,,,北海道
JP-01,HOKKAIDO,2021-03-14,19926.927734375,19795.224609375,20296.5625,713.5662841797,701.8030395508,748.3778076172,1188.5260009766,1179.2297363281,1271.2448730469,17995.55859375,17885.39453125,18240.73046875,,,,,2021-03-07,2.927734375,53.044921875,,,北海道
JP-01,HOKKAIDO,2021-03-15,19978.23046875,19834.142578125,20381.26171875,716.3153686523,703.4246826172,754.4760742188,1181.044921875,1170.9870605469,1270.3623046875,18053.83984375,17933.185546875,18322.42578125,,,,,2021-03-07,2.749084472599975,51.302734375,,,北海道
JP-01,HOKKAIDO,2021-03-16,20021.51953125,19866.298828125,20453.501953125,719.1181640625,705.1994628906,760.328918457,1167.1486816406,1156.4869384766,1261.6407470703,18111.888671875,17981.697265625,18401.705078125,,,,,2021-03-07,2.8027954102000194,43.2890625,,,北海道
JP-01,HOKKAIDO,2021-03-17,20066.5390625,19901.17578125,20525.19921875,722.078125,707.2186279297,766.0797729492,1152.3642578125,1141.1973876953,1251.1715087891,18169.16015625,18030.29296875,18478.27734375,,,,,2021-03-07,2.9599609375,45.01953125,,,北海道
