japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-10,14717.333984375,14672.1025390625,15027.5869140625,505.2590942383,503.8099975586,521.7032470703,1497.0721435547,1487.7971191406,1644.0532226562,12680.0908203125,12645.9267578125,12821.7294921875,,,,,2021-01-09,5.2590942383000083,188.333984375,,,北海道
JP-01,HOKKAIDO,2021-01-11,14904.6708984375,14817.3251953125,15508.6103515625,510.4526977539,507.6732788086,541.9879760742,1572.1467285156,1553.6219482422,1865.427734375,12790.8359375,12725.375,13061.1220703125,,,,,2021-01-09,5.1936035155999889,187.3369140625,,,北海道
JP-01,HOKKAIDO,2021-01-12,15086.998046875,14960.4873046875,15967.8662109375,515.8923339844,511.8850097656,561.3593139648,1634.7709960938,1607.2639160156,2069.7370605469,12906.525390625,12812.3173828125,13294.916015625,,,,,2021-01-09,5.4396362305000139,182.3271484375,,,北海道
JP-01,HOKKAIDO,2021-01-13,15272.7041015625,15109.677734375,16415.296875,521.5544433594,516.4124755859,579.9016723633,1695.0528564453,1658.810546875,2267.3117675781,13026.3818359375,12905.7353515625,13523.1142578125,,,,,2021-01-09,5.662109375,185.7060546875,,,北海道
JP-01,HOKKAIDO,2021-01-14,15449.5009765625,15252.734375,16832.84765625,527.4455566406,521.2540283203,597.6970214844,1743.7109375,1699.2625732422,2444.6069335938,13150.4609375,13005.4423828125,13745.591796875,,,,,2021-01-09,5.8911132811999778,176.796875,,,北海道
JP-01,HOKKAIDO,2021-01-15,15624.7509765625,15396.6884765625,17232.13671875,533.5161743164,526.3504638672,614.8135375977,1786.3149414062,1734.1685791016,2607.7602539062,13277.7666015625,13110.2490234375,13963.375,,,,,2021-01-09,6.0706176758000083,175.25,,,北海道
JP-01,HOKKAIDO,2021-01-16,15792.189453125,15535.3359375,17604.05078125,539.7448730469,531.6729736328,631.3101196289,1818.9506835938,1759.7976074219,2750.1979980469,13408.0107421875,13219.66796875,14177.1533203125,,,,,2021-01-09,6.2286987305000139,167.4384765625,,,北海道
JP-01,HOKKAIDO,2021-01-17,15950.3291015625,15667.1201171875,17946.904296875,546.1053466797,537.1881713867,647.2465209961,1840.3503417969,1775.0024414062,2868.9035644531,13540.208984375,13332.56640625,14386.8994140625,,,,,2021-01-09,6.3604736327999944,158.1396484375,,,北海道
JP-01,HOKKAIDO,2021-01-18,16113.1337890625,15805.3212890625,18283.484375,552.5490112305,542.8436279297,662.6161499023,1863.0971679688,1791.9437255859,2983.0720214844,13673.53515625,13447.9970703125,14591.8515625,,,,,2021-01-09,6.4436645508000083,162.8046875,,,北海道
JP-01,HOKKAIDO,2021-01-19,16271.3515625,15940.9423828125,18598.57421875,559.1177978516,548.6762695312,677.5185546875,1880.9193115234,1804.5552978516,3083.1506347656,13808.408203125,13566.2421875,14792.6318359375,,,,,2021-01-09,6.5687866211000028,158.2177734375,,,北海道
JP-01,HOKKAIDO,2021-01-20,16428.814453125,16077.474609375,18900.244140625,565.7778320312,554.6472167969,691.9762573242,1896.5145263672,1815.4156494141,3173.6606445312,13944.2197265625,13686.5830078125,14989.353515625,,,,,2021-01-09,6.6600341795999611,157.462890625,,,北海道
JP-01,HOKKAIDO,2021-01-21,16580.9921875,16210.466796875,19181.681640625,572.5256347656,560.7478637695,706.0462646484,1906.314453125,1821.0942382812,3248.8359375,14080.9775390625,13808.9140625,15182.8349609375,,,,,2021-01-09,6.7478027344000111,152.177734375,,,北海道
JP-01,HOKKAIDO,2021-01-22,16731.958984375,16343.67578125,19451.154296875,579.3391113281,566.9526367188,719.7473144531,1913.7629394531,1824.8726806641,3314.6506347656,14218.228515625,13932.7021484375,15373.044921875,,,,,2021-01-09,6.8134765625,150.966796875,,,北海道
JP-01,HOKKAIDO,2021-01-23,16884.357421875,16479.4921875,19713.705078125,586.1993408203,573.240234375,733.0857543945,1921.8676757812,1829.5894775391,3376.7109375,14355.892578125,14057.77734375,15559.9052734375,,,,,2021-01-09,6.8602294922000056,152.3984375,,,北海道
JP-01,HOKKAIDO,2021-01-24,17036.5,16616.208984375,19967.134765625,593.1309814453,579.6315307617,746.1301269531,1929.4808349609,1834.1196289062,3433.4870605469,14493.90625,14184.001953125,15743.724609375,,,,,2021-01-09,6.931640625,152.142578125,,,北海道
JP-01,HOKKAIDO,2021-01-25,17185.51953125,16750.998046875,20207.248046875,600.1187133789,586.1072998047,758.9036865234,1933.9202880859,1835.8912353516,3480.5493164062,14632.19921875,14311.2275390625,15924.9375,,,,,2021-01-09,6.9877319336000028,149.01953125,,,北海道
JP-01,HOKKAIDO,2021-01-26,17332.73828125,16885.037109375,20437.8125,607.1673583984,592.6707763672,771.453125,1936.2512207031,1835.9049072266,3520.0314941406,14770.640625,14439.279296875,16104.2890625,,,,,2021-01-09,7.0486450194999861,147.21875,,,北海道
JP-01,HOKKAIDO,2021-01-27,17469.552734375,17010.119140625,20642.9453125,614.2645263672,599.3070678711,783.7846069336,1929.3133544922,1827.3625488281,3539.0705566406,14908.98046875,14567.84375,16281.4150390625,,,,,2021-01-09,7.0971679688000222,136.814453125,,,北海道
JP-01,HOKKAIDO,2021-01-28,17602.48046875,17132.28515625,20836.025390625,621.3657836914,605.9707641602,795.8616333008,1918.3527832031,1815.2298583984,3547.2941894531,15046.578125,14696.2451171875,16455.67578125,,,,,2021-01-09,7.1012573241999917,132.927734375,,,北海道
JP-01,HOKKAIDO,2021-01-29,17735.580078125,17255.296875,21025.287109375,628.4658203125,612.6539306641,807.7084960938,1907.9676513672,1803.8376464844,3553.4479980469,15183.24609375,14824.244140625,16627.259765625,,,,,2021-01-09,7.1000366211000028,133.099609375,,,北海道
JP-01,HOKKAIDO,2021-01-30,17876.400390625,17386.1953125,21224.873046875,635.5540771484,619.344909668,819.3156738281,1905.2807617188,1799.8903808594,3571.2333984375,15319.1025390625,14951.9052734375,16795.849609375,,,,,2021-01-09,7.0882568358999833,140.8203125,,,北海道
JP-01,HOKKAIDO,2021-01-31,18012.736328125,17513.484375,21411.876953125,642.6840209961,626.0939941406,830.7885742188,1899.8239746094,1793.4747314453,3581.453125,15454.6083984375,15079.6474609375,16962.873046875,,,,,2021-01-09,7.1299438477000194,136.3359375,,,北海道
JP-01,HOKKAIDO,2021-02-01,18144.4609375,17636.9375,21588.091796875,649.819519043,632.8638916016,842.1170043945,1890.3919677734,1783.4451904297,3581.9777832031,15589.4091796875,15207.087890625,17128.853515625,,,,,2021-01-09,7.1354980469000111,131.724609375,,,北海道
JP-01,HOKKAIDO,2021-02-02,18273.287109375,17758.119140625,21755.9140625,656.9644775391,639.6577148438,853.290222168,1878.7443847656,1771.4508056641,3576.2785644531,15723.3642578125,15334.0537109375,17292.49609375,,,,,2021-01-09,7.1449584961000028,128.826171875,,,北海道
JP-01,HOKKAIDO,2021-02-03,18401.9609375,17879.55859375,21921.015625,664.1049804688,646.4606933594,864.3015136719,1867.7696533203,1760.2036132812,3570.0314941406,15856.220703125,15460.263671875,17453.49609375,,,,,2021-01-09,7.1405029297000056,128.673828125,,,北海道
JP-01,HOKKAIDO,2021-02-04,18530.478515625,18001.208984375,22082.986328125,671.2436523438,653.2738037109,875.1592407227,1857.51171875,1749.7305908203,3563.5341796875,15988.1640625,15585.861328125,17611.69140625,,,,,2021-01-09,7.138671875,128.517578125,,,北海道
JP-01,HOKKAIDO,2021-02-05,18657.033203125,18121.337890625,22238.576171875,678.3839111328,660.0994262695,885.8812866211,1846.3289794922,1738.4742431641,3553.8117675781,16119.23828125,15710.8662109375,17767.306640625,,,,,2021-01-09,7.1402587889999722,126.5546875,,,北海道
JP-01,HOKKAIDO,2021-02-06,18790.2734375,18248.01953125,22406.111328125,685.5029296875,666.9133300781,896.4696655273,1841.9302978516,1733.6828613281,3555.8835449219,16249.3828125,15835.1884765625,17921.15625,,,,,2021-01-09,7.1190185547000056,133.240234375,,,北海道
JP-02,AOMORI,2021-01-10,563.8928222656,562.0642089844,578.1983032227,8.1529941559,8.1298646927,8.4145507812,85.1885299683,84.6617507935,93.5493392944,469.0537109375,467.7893981934,474.5118713379,,,,,2021-01-09,0.1529941559000001,4.8928222655999889,,,青森県
JP-02,AOMORI,2021-01-11,569.1987304688,565.6916503906,596.3970947266,8.3076410294,8.2627925873,8.8143873215,84.8171005249,83.8198623657,100.6356658936,474.0816345215,471.653137207,484.3860778809,,,,,2021-01-09,0.15464687349999906,5.3059082032000333,,,青森県
