japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-06-09 00:00:00 UTC,39937.47265625,39890.0234375,40404.390625,1236.3883056640625,1233.045654296875,1260.17333984375,5572.21923828125,5562.1484375,5783.37255859375,33070.8046875,33038.8828125,33285.66796875,,,,,2021-06-08 00:00:00 UTC,11.3883056640625,266.47265625,,,北海道,28
JP-01,HOKKAIDO,2021-06-10 00:00:00 UTC,40117.24609375,40025.93359375,41005.96484375,1247.3065185546875,1240.898681640625,1292.8836669921875,5445.830078125,5427.12939453125,5837.9287109375,33350.80859375,33289.65234375,33760.95703125,,,,,2021-06-08 00:00:00 UTC,10.918212890625,179.7734375,,,北海道,29
JP-01,HOKKAIDO,2021-06-11 00:00:00 UTC,40237.328125,40108.52734375,41480.3203125,1257.970458984375,1248.75146484375,1323.4888916015625,5295.60791015625,5269.67138671875,5839.38232421875,33625.6796875,33537.75,34213.15625,,,,,2021-06-08 00:00:00 UTC,10.6639404296875,120.08203125,,,北海道,30
JP-01,HOKKAIDO,2021-06-12 00:00:00 UTC,40322.8203125,40161.3515625,41866.19921875,1268.134521484375,1256.339599609375,1351.892822265625,5120.046875,5088.22509765625,5787.1533203125,33891.35546875,33778.90625,34640.1171875,,,,,2021-06-08 00:00:00 UTC,10.1640625,85.4921875,,,北海道,31
JP-01,HOKKAIDO,2021-06-13 00:00:00 UTC,40379.31640625,40189.328125,42176.05859375,1278.1956787109375,1264.037353515625,1378.6629638671875,4924.005859375,4887.564453125,5687.93359375,34146.91796875,34012.015625,35042.91015625,,,,,2021-06-08 00:00:00 UTC,10.0611572265625,56.49609375,,,北海道,32
JP-01,HOKKAIDO,2021-06-14 00:00:00 UTC,40419.5546875,40204.1484375,42433.0546875,1287.8905029296875,1271.56591796875,1403.648193359375,4719.0322265625,4679.07080078125,5556.71044921875,34391.05078125,34235.6015625,35421.39453125,,,,,2021-06-08 00:00:00 UTC,9.69482421875,40.23828125,,,北海道,33
JP-01,HOKKAIDO,2021-06-15 00:00:00 UTC,40473.4765625,40233.64453125,42688.84765625,1297.406494140625,1279.09423828125,1427.1949462890625,4527,4484.3154296875,5421.79345703125,34624.8515625,34450.6015625,35778.51953125,,,,,2021-06-08 00:00:00 UTC,9.5159912109375,53.921875,,,北海道,34
JP-01,HOKKAIDO,2021-06-16 00:00:00 UTC,40545.19921875,40282.29296875,42946.91015625,1306.41748046875,1286.2855224609375,1449.0294189453125,4360.22900390625,4315.34619140625,5301.11669921875,34847.3125,34655.875,36113.3203125,,,,,2021-06-08 00:00:00 UTC,9.010986328125,71.72265625,,,北海道,35
JP-01,HOKKAIDO,2021-06-17 00:00:00 UTC,40618.61328125,40335.53125,43179.10546875,1314.937744140625,1293.141357421875,1469.2684326171875,4208.86376953125,4162.26416015625,5185.771484375,35060.9140625,34853.74609375,36429.3046875,,,,,2021-06-08 00:00:00 UTC,8.520263671875,73.4140625,,,北海道,36
JP-01,HOKKAIDO,2021-06-18 00:00:00 UTC,40669.14453125,40370.2421875,43347.03515625,1323.1258544921875,1299.80517578125,1488.1702880859375,4052.50341796875,4004.797607421875,5052.62255859375,35266.6953125,35045.1484375,36728.24609375,,,,,2021-06-08 00:00:00 UTC,8.1881103515625,50.53125,,,北海道,37
