japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-15,15424.8115234375,15338.595703125,16078.8388671875,525.5621948242,524.6597900391,564.147277832,1613.5200195312,1601.3181152344,1934.2258300781,13257.5224609375,13187.08203125,13546.77734375,,,,,2021-01-14,4.5621948241999917,163.8115234375,,,北海道
JP-01,HOKKAIDO,2021-01-16,15586.9140625,15420.9755859375,16848.763671875,529.8918457031,528.1611328125,603.869934082,1647.8889160156,1624.1990966797,2269.9108886719,13378.734375,13243.6708984375,13933.39453125,,,,,2021-01-14,4.3296508788999972,162.1025390625,,,北海道
JP-01,HOKKAIDO,2021-01-17,15721.375,15483.4423828125,17531.0234375,534.2909545898,531.7987060547,640.7701416016,1652.1130371094,1618.2550048828,2541.7458496094,13507.2509765625,13312.7509765625,14306.263671875,,,,,2021-01-14,4.3991088866999917,134.4609375,,,北海道
JP-01,HOKKAIDO,2021-01-18,15842.0341796875,15540.1806640625,18136.90234375,538.7831420898,535.5908813477,675.1390380859,1639.5847167969,1596.9875488281,2760.6696777344,13642.814453125,13393.5048828125,14666.404296875,,,,,2021-01-14,4.4921875,120.6591796875,,,北海道
JP-01,HOKKAIDO,2021-01-19,15967.6337890625,15605.201171875,18707.986328125,543.4465332031,539.6108398438,707.3250732422,1631.5495605469,1581.1286621094,2960.8425292969,13770.443359375,13470.814453125,15000.1181640625,,,,,2021-01-14,4.6633911133000083,125.599609375,,,北海道
JP-01,HOKKAIDO,2021-01-20,16114.1689453125,15694.6416015625,19283.591796875,548.2270507812,543.7981567383,737.4958496094,1650.2375488281,1591.9351806641,3189.4655761719,13890.71484375,13544.912109375,15309.126953125,,,,,2021-01-14,4.7805175780999889,146.53515625,,,北海道
JP-01,HOKKAIDO,2021-01-21,16297.6923828125,15822.8798828125,19909.013671875,553.0968017578,548.1195068359,765.8208007812,1712.0609130859,1644.7111816406,3490.0498046875,14003.1416015625,13615.01953125,15594.3212890625,,,,,2021-01-14,4.8697509766000167,183.5234375,,,北海道
JP-01,HOKKAIDO,2021-01-22,16447.896484375,15927.0830078125,20427.580078125,558.2208862305,552.7341918945,792.7182006836,1733.8742675781,1659.4143066406,3699.6066894531,14130.802734375,13703.2578125,15882.970703125,,,,,2021-01-14,5.1240844727000194,150.2041015625,,,北海道
JP-01,HOKKAIDO,2021-01-23,16591.166015625,16024.5966796875,20901.208984375,563.1909179688,557.2356567383,817.7688598633,1739.2244873047,1658.9049072266,3860.251953125,14260.3466796875,13796.3076171875,16161.482421875,,,,,2021-01-14,4.9700317383000083,143.26953125,,,北海道
JP-01,HOKKAIDO,2021-01-24,16731.5234375,16124.818359375,21340.9453125,568.2072143555,561.8187866211,841.3981323242,1744.89453125,1659.2392578125,4007.7199707031,14390.765625,13892.9130859375,16429.734375,,,,,2021-01-14,5.0162963866999917,140.357421875,,,北海道
JP-01,HOKKAIDO,2021-01-25,16866.380859375,16224.5595703125,21743.609375,573.1228027344,566.3334350586,863.5263061523,1747.3121337891,1656.9779052734,4134.9423828125,14521.7822265625,13992.5478515625,16689.3125,,,,,2021-01-14,4.9155883788999972,134.857421875,,,北海道
JP-01,HOKKAIDO,2021-01-26,16996.626953125,16321.833984375,22113.029296875,577.9968261719,570.8364257812,884.3537597656,1743.4553222656,1649.2458496094,4235.3603515625,14652.6669921875,14094.2998046875,16939.98828125,,,,,2021-01-14,4.8740234375,130.24609375,,,北海道
JP-01,HOKKAIDO,2021-01-27,17128.529296875,16420.2890625,22466.505859375,583.0510253906,575.5434570312,904.3359985352,1736.6722412109,1639.1990966797,4317.3564453125,14783.162109375,14197.716796875,17182.705078125,,,,,2021-01-14,5.0541992186999778,131.90234375,,,北海道
JP-01,HOKKAIDO,2021-01-28,17264.9765625,16527.380859375,22812.927734375,588.0623779297,580.2328491211,923.2299804688,1737.8768310547,1637.0802001953,4409.271484375,14913.5419921875,14302.876953125,17417.466796875,,,,,2021-01-14,5.0113525391000167,136.447265625,,,北海道
JP-01,HOKKAIDO,2021-01-29,17413.24609375,16645.115234375,23172.556640625,593.1763916016,585.0450439453,941.3602294922,1746.9556884766,1642.685546875,4512.7211914062,15043.9697265625,14409.76171875,17645.271484375,,,,,2021-01-14,5.1140136719000111,148.26953125,,,北海道
JP-01,HOKKAIDO,2021-01-30,17559.396484375,16765.328125,23511.1875,598.3503417969,589.936706543,958.7424316406,1756.8099365234,1649.2788085938,4610.8154296875,15175.345703125,14519.0908203125,17867.96484375,,,,,2021-01-14,5.1739501952999944,146.150390625,,,北海道
JP-01,HOKKAIDO,2021-01-31,17708.486328125,16888.193359375,23843.744140625,603.6592407227,594.9791259766,975.5783691406,1766.1214599609,1655.5989990234,4700.775390625,15307.46484375,14630.5302734375,18086.666015625,,,,,2021-01-14,5.3088989258000083,149.08984375,,,北海道
JP-01,HOKKAIDO,2021-02-01,17884.32421875,17032.40625,24234.755859375,609.2032470703,600.2675170898,992.1122436523,1793.3818359375,1678.9204101562,4832.654296875,15440.9443359375,14744.5302734375,18303.349609375,,,,,2021-01-14,5.544006347599975,175.837890625,,,北海道
JP-01,HOKKAIDO,2021-02-02,18036.283203125,17162.962890625,24540.583984375,614.8572387695,605.6782836914,1008.2055664062,1798.9521484375,1682.1208496094,4901.1870117188,15582.2109375,14867.1025390625,18524.84375,,,,,2021-01-14,5.6539916991999917,151.958984375,,,北海道
JP-01,HOKKAIDO,2021-02-03,18166.86328125,17283.138671875,24766.220703125,620.5630493164,611.1530761719,1023.8204956055,1786.0518798828,1668.2761230469,4914.154296875,15731.4638671875,14998.3076171875,18751.494140625,,,,,2021-01-14,5.7058105469000111,130.580078125,,,北海道
JP-01,HOKKAIDO,2021-02-04,18300.515625,17398.30859375,25002.0234375,626.4061889648,616.7748413086,1039.1527099609,1772.4744873047,1654.0169677734,4920.037109375,15872.2099609375,15122.328125,18963.705078125,,,,,2021-01-14,5.8431396483999833,133.65234375,,,北海道
JP-01,HOKKAIDO,2021-02-05,18474.68359375,17545.251953125,25353.388671875,632.4465942383,622.6015625,1054.3487548828,1798.1302490234,1676.5074462891,5030.5327148438,16004.990234375,15239.6142578125,19162.5390625,,,,,2021-01-14,6.0404052735000278,174.16796875,,,北海道
JP-01,HOKKAIDO,2021-02-06,18656.455078125,17706.142578125,25722.181640625,638.4786987305,628.4287109375,1069.1127929688,1840.9306640625,1715.0388183594,5185.8989257812,16136.2587890625,15356.216796875,19355.9453125,,,,,2021-01-14,6.0321044922000056,181.771484375,,,北海道
JP-01,HOKKAIDO,2021-02-07,18778.0390625,17826.84765625,25881.15625,644.7105712891,634.4618530273,1083.8236083984,1820.6633300781,1694.9593505859,5161.0576171875,16288.9345703125,15493.87109375,19571.169921875,,,,,2021-01-14,6.2318725586000028,121.583984375,,,北海道
JP-01,HOKKAIDO,2021-02-08,18910.935546875,17942.369140625,26076.439453125,650.6212768555,640.1892089844,1097.6334228516,1800.1547851562,1674.8155517578,5132.2387695312,16432.47265625,15623.4248046875,19770.189453125,,,,,2021-01-14,5.9107055663999972,132.896484375,,,北海道
JP-01,HOKKAIDO,2021-02-09,19056.623046875,18021.71875,26339.912109375,656.7553100586,644.5582275391,1111.6785888672,1800.3342285156,1669.3870849609,5152.2275390625,16567.80078125,15703.4619140625,19988.115234375,,,,,2021-01-14,6.1340332030999889,145.6875,,,北海道
JP-01,HOKKAIDO,2021-02-10,19200.66796875,18062.078125,26622.201171875,662.7692260742,647.4351806641,1125.3857421875,1807.4926757812,1666.6009521484,5183.6748046875,16699.302734375,15743.994140625,20226.734375,,,,,2021-01-14,6.0139160155999889,144.044921875,,,北海道
JP-01,HOKKAIDO,2021-02-11,19324.779296875,18055.7109375,26833.8984375,668.8682861328,649.2056884766,1139.1090087891,1784.3952636719,1632.9056396484,5121.1206054688,16848.79296875,15770.7626953125,20510.416015625,,,,,2021-01-14,6.0990600586000028,124.111328125,,,北海道
JP-02,AOMORI,2021-01-15,627.9689331055,623.2536621094,662.3067626953,8.1174926758,8.1038255692,8.7113866806,101.252571106,100.4768371582,121.1886749268,504.9779968262,502.3011169434,516.1652832031,,,,,2021-01-14,0.11749267579999945,20.968933105500014,,,青森県
JP-02,AOMORI,2021-01-16,647.0003662109,637.9219970703,716.1974487305,8.2372436523,8.2107772827,9.3840503693,112.3342514038,110.6898345947,154.2325897217,513.6452636719,508.4690246582,535.1280517578,,,,,2021-01-14,0.11975097650000066,19.031433105399969,,,青森県
