japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-10-29 00:00:00 UTC,60727.41796875,60725.80078125,60785.90625,1470.2529296875,1470.207275390625,1480.8294677734375,113.52359008789062,113.51297760009766,138.31863403320312,59138.9296875,59137.37109375,59158.24609375,,,,,2021-10-28 00:00:00 UTC,0.2529296875,5.41796875,,,北海道,28
JP-01,HOKKAIDO,2021-10-30 00:00:00 UTC,60733.03515625,60729.9609375,60847.44921875,1470.482177734375,1470.3956298828125,1490.5787353515625,105.76084899902344,105.7420654296875,149.65005493164062,59147.62109375,59144.66015625,59184.21484375,,,,,2021-10-28 00:00:00 UTC,0.229248046875,5.6171875,,,北海道,29
JP-01,HOKKAIDO,2021-10-31 00:00:00 UTC,60737.03125,60732.640625,60898.7890625,1470.6767578125,1470.55322265625,1499.33203125,97.581405639648438,97.556694030761719,155.34300231933594,59157.66796875,59153.43359375,59209.328125,,,,,2021-10-28 00:00:00 UTC,0.194580078125,3.99609375,,,北海道,30
JP-01,HOKKAIDO,2021-11-01 00:00:00 UTC,60739.6640625,60734.09375,60939.2109375,1470.8572998046875,1470.7005615234375,1507.2177734375,90.187568664550781,90.158584594726562,157.93482971191406,59167.4296875,59162.05859375,59232.671875,,,,,2021-10-28 00:00:00 UTC,0.1805419921875,2.6328125,,,北海道,31
JP-01,HOKKAIDO,2021-11-02 00:00:00 UTC,60743.86328125,60737.2265625,60968.6875,1471.0250244140625,1470.8385009765625,1514.2578125,86.699150085449219,86.666000366210938,164.26821899414062,59177.0234375,59170.625,59251.734375,,,,,2021-10-28 00:00:00 UTC,0.167724609375,4.19921875,,,北海道,32
JP-01,HOKKAIDO,2021-11-03 00:00:00 UTC,60748.33984375,60740.75,60995.47265625,1471.203369140625,1470.989990234375,1520.624755859375,82.817031860351562,82.780830383300781,167.60939025878906,59186.28515625,59178.9609375,59269.55859375,,,,,2021-10-28 00:00:00 UTC,0.1783447265625,4.4765625,,,北海道,33
JP-01,HOKKAIDO,2021-11-04 00:00:00 UTC,60751.84765625,60743.3984375,61022.19921875,1471.3719482421875,1471.1343994140625,1526.36474609375,76.957237243652344,76.9197998046875,164.69584655761719,59194.6171875,59186.46484375,59285.59375,,,,,2021-10-28 00:00:00 UTC,0.1685791015625,3.5078125,,,北海道,34
JP-01,HOKKAIDO,2021-11-05 00:00:00 UTC,60754.78125,60745.5546875,61044.87890625,1471.527587890625,1471.268310546875,1531.5430908203125,72.109100341796875,72.07080078125,161.86305236816406,59201.765625,59192.86328125,59299.87109375,,,,,2021-10-28 00:00:00 UTC,0.1556396484375,2.93359375,,,北海道,35
JP-01,HOKKAIDO,2021-11-06 00:00:00 UTC,60757.98828125,60748.05859375,61069.7890625,1471.67041015625,1471.3916015625,1536.2066650390625,67.530952453613281,67.492385864257812,157.94395446777344,59207.9921875,59198.4140625,59312.51171875,,,,,2021-10-28 00:00:00 UTC,0.142822265625,3.20703125,,,北海道,36
JP-01,HOKKAIDO,2021-11-07 00:00:00 UTC,60760.37109375,60749.8203125,61085.07421875,1471.7923583984375,1471.495849609375,1540.3968505859375,62.697109222412109,62.659038543701172,151.95050048828125,59214.9296875,59204.74609375,59325.25,,,,,2021-10-28 00:00:00 UTC,0.1219482421875,2.3828125,,,北海道,37
