japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-18,15906.513671875,15853.3828125,16808.302734375,545.9620361328,544.9806518555,580.0446777344,1593.5277099609,1584.0378417969,2010.7623291016,13720.4111328125,13678.080078125,14156.3154296875,,,,,2021-01-17,7.9620361327999944,128.513671875,,,北海道
JP-01,HOKKAIDO,2021-01-19,16038.19921875,15936.5908203125,17755.90234375,554.1286621094,552.2359008789,619.8630981445,1575.5467529297,1557.7452392578,2360.0900878906,13855.5380859375,13774.3369140625,14691.5302734375,,,,,2021-01-17,8.1666259766000167,131.685546875,,,北海道
JP-01,HOKKAIDO,2021-01-20,16190.587890625,16044.365234375,18661.009765625,562.3366699219,559.5961303711,657.4999389648,1581.0877685547,1555.6242675781,2704.4948730469,13990.08203125,13873.1640625,15193.693359375,,,,,2021-01-17,8.2080078125,152.388671875,,,北海道
JP-01,HOKKAIDO,2021-01-21,16351.916015625,16164.5185546875,19519.69921875,570.719909668,567.1885986328,693.3059692383,1591.3438720703,1558.8299560547,3026.4533691406,14126.208984375,13976.41796875,15668.1396484375,,,,,2021-01-17,8.3832397461000028,161.328125,,,北海道
JP-01,HOKKAIDO,2021-01-22,16514.208984375,16288.8935546875,20322.484375,579.3249511719,575.0542602539,727.5267333984,1606.6263427734,1567.5388183594,3331.9895019531,14264.83203125,14084.7314453125,16118.6943359375,,,,,2021-01-17,8.6050415038999972,162.29296875,,,北海道
JP-01,HOKKAIDO,2021-01-23,16686.810546875,16426.263671875,21096.013671875,588.1264648438,583.1644287109,760.2983398438,1624.8424072266,1579.6088867188,3621.3288574219,14406.1611328125,14198.08203125,16548.060546875,,,,,2021-01-17,8.8015136719000111,172.6015625,,,北海道
JP-01,HOKKAIDO,2021-01-24,16860.08984375,16566.97265625,21823.00390625,597.1848754883,591.5738525391,791.8590698242,1643.8312988281,1592.8651123047,3892.4572753906,14550.4052734375,14316.4384765625,16958.642578125,,,,,2021-01-17,9.0584106444999861,173.279296875,,,北海道
JP-01,HOKKAIDO,2021-01-25,17047.521484375,16723.767578125,22542.47265625,606.454284668,600.2321777344,822.306640625,1671.5465087891,1614.9356689453,4166.7109375,14697.169921875,14439.216796875,17353.1328125,,,,,2021-01-17,9.2694091797000056,187.431640625,,,北海道
JP-01,HOKKAIDO,2021-01-26,17266.576171875,16913.00390625,23312.333984375,615.9190673828,609.1211547852,851.7357177734,1710.0817871094,1647.7371826172,4454.2993164062,14845.92578125,14565.705078125,17732.025390625,,,,,2021-01-17,9.46478271479998,219.0546875,,,北海道
JP-01,HOKKAIDO,2021-01-27,17424.3359375,17045.576171875,23871.4609375,626.0503540039,618.7025756836,880.9334106445,1714.1038818359,1647.6313476562,4637.7690429688,15001.4833984375,14700.4599609375,18103.271484375,,,,,2021-01-17,10.131286621100003,157.759765625,,,北海道
JP-01,HOKKAIDO,2021-01-28,17588.408203125,17186.171875,24413.458984375,636.1928100586,628.3259887695,909.0961914062,1723.6146240234,1653.1810302734,4820.2055664062,15156.7802734375,14836.4150390625,18459.59765625,,,,,2021-01-17,10.142456054700006,164.072265625,,,北海道
