japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-05-09,26390.51171875,26348.6171875,27131.599609375,896.0296630859,894.2049560547,931.8692016602,2565.5114746094,2554.2033691406,2959.6284179688,22764.1875,22744.478515625,22982.076171875,,,,,2021-05-08,6.0296630858999833,286.51171875,,,北海道
JP-01,HOKKAIDO,2021-05-10,26677.458984375,26598.404296875,28116.130859375,902.7457885742,899.2512817383,971.3727416992,2751.2121582031,2728.1665039062,3554.0192871094,22881.7890625,22844.150390625,23295.69140625,,,,,2021-05-08,6.7161254883000083,286.947265625,,,北海道
JP-01,HOKKAIDO,2021-05-11,26957.333984375,26844.234375,29053.529296875,910.0067749023,904.9799194336,1008.6975708008,2903.1630859375,2868.4716796875,4111.4204101562,23015.166015625,22961.158203125,23604.62109375,,,,,2021-05-08,7.2609863280999889,279.875,,,北海道
JP-01,HOKKAIDO,2021-05-12,27247.6640625,27102.201171875,29974.552734375,917.7224121094,911.285949707,1044.0322265625,3045.6755371094,2999.484375,4654.4282226562,23159.501953125,23090.525390625,23905.197265625,,,,,2021-05-08,7.7156372071000305,290.330078125,,,北海道
JP-01,HOKKAIDO,2021-05-13,27548.375,27370.087890625,30909.224609375,925.8276367188,918.0922241211,1077.5841064453,3196.0935058594,3138.3676757812,5206.7314453125,23294.09765625,23211.482421875,24180.78125,,,,,2021-05-08,8.1052246094000111,300.7109375,,,北海道
JP-01,HOKKAIDO,2021-05-14,27830.263671875,27619.349609375,31807.724609375,934.3612060547,925.4252929688,1109.6303710938,3324.1105957031,3255.4118652344,5717.439453125,23425.669921875,23330.6015625,24440.115234375,,,,,2021-05-08,8.5335693358999833,281.888671875,,,北海道
JP-01,HOKKAIDO,2021-05-15,28103.75390625,27857.0625,32711.3515625,943.2741699219,933.2258911133,1140.3179931641,3431.2392578125,3352.2822265625,6182.8139648438,23553.015625,23446.587890625,24682.91015625,,,,,2021-05-08,8.9129638672000056,273.490234375,,,北海道
JP-01,HOKKAIDO,2021-05-16,28377.779296875,28112.537109375,33453.30078125,952.4602661133,941.3794555664,1169.7034912109,3578.0100097656,3488.1262207031,6711.2260742188,23698.33203125,23581.427734375,24934.328125,,,,,2021-05-08,9.1860961913999972,274.025390625,,,北海道
JP-01,HOKKAIDO,2021-05-17,28644.60546875,28361.17578125,34163.23046875,962.0825195312,950.0394897461,1198.1749267578,3694.4306640625,3594.6110839844,7175.1015625,23856.779296875,23730.19921875,25194.115234375,,,,,2021-05-08,9.62225341789997,266.826171875,,,北海道
JP-01,HOKKAIDO,2021-05-18,28906.017578125,28604.69140625,34840.87109375,972.0110473633,959.0702514648,1225.7155761719,3782.9443359375,3674.2766113281,7573.5922851562,24029.9765625,23894.41796875,25464.3828125,,,,,2021-05-08,9.92852783210003,261.412109375,,,北海道
