japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-14,KANAGAWA,2021-03-08,47013.23046875,43327,60189.5625,743.6201782227,609,997.5612792969,4324.0791015625,2420.2685546875,5756.1953125,41859.8046875,23284.177734375,53300.4453125,,,,,2021-02-15,6.8794555665000416,179.01171875,,,神奈川県
JP-14,KANAGAWA,2021-03-09,47202.36328125,43327,60787.125,750.5427246094,609,1012.7338256836,4345.2387695312,2397.7490234375,5817.90234375,42019.9609375,23041.111328125,53818.984375,,,,,2021-02-15,6.9225463866999917,189.1328125,,,神奈川県
JP-14,KANAGAWA,2021-03-10,47400.671875,43327,61364.7734375,757.6167602539,609,1027.6285400391,4370.8969726562,2380.7961425781,5882.5966796875,42182.54296875,22830.171875,54311.6171875,,,,,2021-02-15,7.0740356444999861,198.30859375,,,神奈川県
JP-14,KANAGAWA,2021-03-11,47600.55859375,43327,61914.01171875,764.7639770508,609,1042.1745605469,4402.6030273438,2369.8618164062,5952.7221679688,42343.0078125,22645.923828125,54774.65625,,,,,2021-02-15,7.1472167969000111,199.88671875,,,神奈川県
JP-14,KANAGAWA,2021-03-12,47802.6796875,43327,62438.80859375,771.8482666016,609,1056.2271728516,4435.5634765625,2362.0300292969,6022.1430664062,42505.41796875,22487.869140625,55215.95703125,,,,,2021-02-15,7.0842895508000083,202.12109375,,,神奈川県
JP-14,KANAGAWA,2021-03-13,48002.03125,43327,62935.24609375,778.909362793,609,1069.8786621094,4467.0908203125,2355.638671875,6087.4501953125,42667.48828125,22352.359375,55635.0546875,,,,,2021-02-15,7.0610961913999972,199.3515625,,,神奈川県
JP-14,KANAGAWA,2021-03-14,48202.7265625,43327,63412.0546875,786.0151977539,609,1083.2612304688,4497.8149414062,2350.8352050781,6149.7158203125,42830.5859375,22237.912109375,56036.15234375,,,,,2021-02-15,7.1058349608999833,200.6953125,,,神奈川県
JP-14,KANAGAWA,2021-03-15,48382.55859375,43327,63838.6484375,793.1544189453,609,1096.3894042969,4511.1953125,2338.8642578125,6186.3530273438,42997.08984375,22143.7734375,56424.26171875,,,,,2021-02-15,7.1392211913999972,179.83203125,,,神奈川県
JP-15,NIIGATA,2021-02-16,1013.7081298828,1008,1043.3485107422,13.2900476456,13,13.7625980377,168.5963134766,160.5644378662,174.4685974121,825.3845825195,785.7174072266,848.2692260742,,,,,2021-02-15,0.29004764559999963,5.7081298827999944,,,新潟県
JP-15,NIIGATA,2021-02-17,1020.2124023438,1008,1077.2122802734,13.589425087,13,14.5114040375,169.4768676758,154.133682251,180.7126464844,829.3452148438,753.5936279297,873.2412109375,,,,,2021-02-15,0.29937744140000078,6.5042724610000278,,,新潟県
JP-15,NIIGATA,2021-02-18,1027.3448486328,1008,1109.3996582031,13.894906044,13,15.2422847748,171.1989746094,149.0920257568,187.3815002441,833.282043457,724.7172241211,896.2536621094,,,,,2021-02-15,0.30548095700000033,7.1324462889999722,,,新潟県
JP-15,NIIGATA,2021-02-19,1034.8582763672,1008,1139.583984375,14.2017011642,13,15.9479503632,173.4957885742,145.070022583,194.2478179932,837.311706543,698.8994750977,917.3727416992,,,,,2021-02-15,0.30679512019999855,7.5134277344000111,,,新潟県
JP-15,NIIGATA,2021-02-20,1042.3929443359,1008,1167.9403076172,14.5117645264,13,16.6368293762,176.1190948486,141.7613067627,201.1659393311,841.3638305664,675.7620849609,937.0130615234,,,,,2021-02-15,0.31006336220000108,7.5346679686999778,,,新潟県
JP-15,NIIGATA,2021-02-21,1050.1697998047,1008,1194.8881835938,14.8278617859,13,17.3131885529,178.9752197266,139.0278930664,208.073638916,845.4798583984,655.0841674805,955.3453369141,,,,,2021-02-15,0.31609725949999934,7.7768554688000222,,,新潟県
JP-15,NIIGATA,2021-02-22,1057.5057373047,1008,1219.7194824219,15.1496734619,13,17.9780979156,181.708984375,136.5530090332,214.5886535645,849.7442016602,636.6937255859,972.6019287109,,,,,2021-02-15,0.32181167600000116,7.3359375,,,新潟県
JP-15,NIIGATA,2021-02-23,1065.6369628906,1008,1244.1694335938,15.4788475037,13,18.6348304749,184.6553649902,134.5615081787,221.1254577637,854.1067504883,620.3380737305,988.8483276367,,,,,2021-02-15,0.3291740418,8.1312255858999833,,,新潟県
JP-15,NIIGATA,2021-02-24,1074.5856933594,1008,1268.3612060547,15.8197870255,13,19.2893199921,187.9676055908,133.1222381592,227.8894500732,858.6088256836,605.8547363281,1004.1997070312,,,,,2021-02-15,0.34093952179999931,8.9487304688000222,,,新潟県
JP-15,NIIGATA,2021-02-25,1083.8566894531,1008,1291.8189697266,16.1693401337,13,19.9400310516,191.7507781982,132.2637481689,235.0501098633,863.1112060547,592.9696044922,1018.6401977539,,,,,2021-02-15,0.3495531082000003,9.2709960936999778,,,新潟県
JP-15,NIIGATA,2021-02-26,1093.1889648438,1008,1314.2846679688,16.5214233398,13,20.5805110931,195.7519378662,131.7731170654,242.3228912354,867.7297363281,581.6102294922,1032.3858642578,,,,,2021-02-15,0.35208320609999788,9.3322753907000333,,,新潟県
JP-15,NIIGATA,2021-02-27,1102.4219970703,1008,1335.6420898438,16.8776245117,13,21.2134609222,199.7985687256,131.5113525391,249.5064849854,872.3894042969,571.5861206055,1045.4133300781,,,,,2021-02-15,0.35620117190000045,9.2330322264999722,,,新潟県
JP-15,NIIGATA,2021-02-28,1112.0261230469,1008,1356.6774902344,17.2410411835,13,21.8443813324,203.9474029541,131.499130249,256.6897888184,877.1419677734,562.8031005859,1057.8922119141,,,,,2021-02-15,0.36341667179999959,9.6041259766000167,,,新潟県
JP-15,NIIGATA,2021-03-01,1120.9705810547,1008,1376.9066162109,17.6117897034,13,22.4875125885,207.7904510498,131.4541931152,263.5151977539,882.0762329102,555.1708984375,1070.7329101562,,,,,2021-02-15,0.37074851990000113,8.9444580077999944,,,新潟県
JP-15,NIIGATA,2021-03-02,1130.7258300781,1008,1398.9191894531,17.9914398193,13,23.151971817,211.7366333008,131.4692687988,270.5802612305,887.1305541992,547.8831176758,1084.2447509766,,,,,2021-02-15,0.37965011589999875,9.7552490233999833,,,新潟県
JP-15,NIIGATA,2021-03-03,1141.0886230469,1008,1422.0341796875,18.3849449158,13,23.8394069672,215.8887939453,131.6096038818,277.9628295898,892.3402099609,540.9716796875,1098.1683349609,,,,,2021-02-15,0.39350509650000021,10.362792968800022,,,新潟県
JP-15,NIIGATA,2021-03-04,1151.4036865234,1008,1445.5760498047,18.7880077362,13,24.5490150452,220.2989349365,131.8985443115,285.7866821289,897.5310668945,534.3008422852,1112.5092773438,,,,,2021-02-15,0.40306282040000241,10.315063476499972,,,新潟県
JP-15,NIIGATA,2021-03-05,1162.1220703125,1008,1469.9630126953,19.1928119659,13,25.2674407959,224.9245147705,132.3074951172,293.9662475586,902.8651123047,527.9724731445,1127.2702636719,,,,,2021-02-15,0.40480422969999807,10.718383789100017,,,新潟県
JP-15,NIIGATA,2021-03-06,1172.8031005859,1008,1494.5382080078,19.6022109985,13,25.998046875,229.6072692871,132.7409820557,302.2936706543,908.2522583008,521.9237060547,1142.3020019531,,,,,2021-02-15,0.40939903259999966,10.681030273399983,,,新潟県
JP-15,NIIGATA,2021-03-07,1183.5660400391,1008,1519.4268798828,20.0199642181,13,26.7451953888,234.2771759033,133.1600189209,310.6678771973,913.7346191406,516.1708374023,1157.6058349609,,,,,2021-02-15,0.41775321960000156,10.762939453200033,,,新潟県
JP-15,NIIGATA,2021-03-08,1193.2188720703,1008,1541.7299804688,20.4454040527,13,27.4910068512,238.3885650635,133.4082946777,318.1559143066,919.4014892578,511.3105163574,1172.4012451172,,,,,2021-02-15,0.42543983459999879,9.6528320311999778,,,新潟県
JP-15,NIIGATA,2021-03-09,1203.6574707031,1008,1564.3433837891,20.8796272278,13,28.2368526459,242.4495239258,133.7689666748,325.424407959,925.1843261719,507.2269592285,1186.6202392578,,,,,2021-02-15,0.43422317510000141,10.438598632799994,,,新潟県
JP-15,NIIGATA,2021-03-10,1214.8088378906,1008,1587.3071289062,21.3281421661,13,28.9931755066,246.6624908447,134.3428344727,332.7792663574,931.1268310547,503.872833252,1200.4846191406,,,,,2021-02-15,0.44851493830000067,11.1513671875,,,新潟県
JP-15,NIIGATA,2021-03-11,1226.2158203125,1008,1609.7878417969,21.7862415314,13,29.7514514923,251.2445068359,135.2333679199,340.4949645996,937.0510253906,501.092010498,1213.6745605469,,,,,2021-02-15,0.45809936530000073,11.406982421900011,,,新潟県
JP-15,NIIGATA,2021-03-12,1237.8312988281,1008,1631.9111328125,22.2458610535,13,30.5036582947,256.0176086426,136.3305206299,348.3707275391,943.123046875,498.9162597656,1226.5703125,,,,,2021-02-15,0.45961952209999879,11.615478515599989,,,新潟県
JP-15,NIIGATA,2021-03-13,1249.4611816406,1008,1653.4787597656,22.7096309662,13,31.2539749146,260.8555603027,137.5569458008,356.2444152832,949.2483520508,497.2444152832,1239.0950927734,,,,,2021-02-15,0.46376991269999834,11.6298828125,,,新潟県
JP-15,NIIGATA,2021-03-14,1261.3354492188,1008,1674.8990478516,23.1820468903,13,32.0092010498,265.7393188477,138.8948059082,364.0977783203,955.483215332,496.0609436035,1251.3647460938,,,,,2021-02-15,0.47241592410000166,11.874267578200033,,,新潟県
JP-15,NIIGATA,2021-03-15,1272.2169189453,1008,1694.3068847656,23.6626911163,13,32.7693519592,270.1257324219,140.0552825928,371.1887207031,961.9405517578,495.382019043,1263.5661621094,,,,,2021-02-15,0.480644225999999,10.881469726499972,,,新潟県
JP-16,TOYAMA,2021-02-16,894.9755249023,892,920.1909790039,27.1057662964,27,28.0604076385,53.5129508972,50.9658050537,55.3424835205,810.2667236328,771.3522949219,832.4297485352,,,,,2021-02-15,0.10576629639999879,2.9755249022999806,,,富山県
