japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-08-10 00:00:00 UTC,47349.59765625,47307.05859375,48567.625,1429.705078125,1428.47705078125,1431.0101318359375,2937.720703125,2932.646728515625,3516.266357421875,42809.48046875,42773.86328125,43260.40625,,,,,2021-08-09 00:00:00 UTC,1.705078125,398.59765625,,,北海道,28
JP-01,HOKKAIDO,2021-08-11 00:00:00 UTC,47893.67578125,47811.203125,50416.1953125,1431.40576171875,1429.0701904296875,1433.9132080078125,3284.508056640625,3273.723388671875,4510.64892578125,42966.28515625,42898.38671875,43826.515625,,,,,2021-08-09 00:00:00 UTC,1.70068359375,544.078125,,,北海道,29
JP-01,HOKKAIDO,2021-08-12 00:00:00 UTC,48439.046875,48319.375,52212.234375,1432.997314453125,1429.6630859375,1436.596923828125,3661.0234375,3643.87060546875,5606.5009765625,43143.35546875,43046.1484375,44375.61328125,,,,,2021-08-09 00:00:00 UTC,1.591552734375,545.37109375,,,北海道,30
JP-01,HOKKAIDO,2021-08-13 00:00:00 UTC,48880.03125,48726.34375,53775.84765625,1434.4056396484375,1430.1710205078125,1438.9984130859375,3913.978759765625,3890.7060546875,6550.84130859375,43349.36328125,43225.453125,44921.12109375,,,,,2021-08-09 00:00:00 UTC,1.4083251953125,440.984375,,,北海道,31
JP-01,HOKKAIDO,2021-08-14 00:00:00 UTC,49281.69140625,49096.73828125,55227.98828125,1435.9017333984375,1430.8543701171875,1441.4044189453125,4120.3583984375,4091.1845703125,7425.11376953125,43557.32421875,43409.08984375,45438.9140625,,,,,2021-08-09 00:00:00 UTC,1.49609375,401.66015625,,,北海道,32
JP-01,HOKKAIDO,2021-08-15 00:00:00 UTC,49613.87890625,49400.66796875,56443.7109375,1437.549072265625,1431.76708984375,1443.8431396484375,4262.5693359375,4228.0419921875,8176.28955078125,43769.3984375,43598.95703125,45932.34375,,,,,2021-08-09 00:00:00 UTC,1.6473388671875,332.1875,,,北海道,33
JP-01,HOKKAIDO,2021-08-16 00:00:00 UTC,49885.93359375,49647.26953125,57480.7109375,1439.778564453125,1433.3299560546875,1446.831298828125,4332.0947265625,4293.03125,8765.533203125,43987.7265625,43796.97265625,46409.11328125,,,,,2021-08-09 00:00:00 UTC,2.2294921875,272.0546875,,,北海道,34
JP-01,HOKKAIDO,2021-08-17 00:00:00 UTC,50245.94140625,49982.421875,58943.1328125,1442.42626953125,1435.372314453125,1450.20654296875,4448.408203125,4404.626953125,9424.603515625,44189.30078125,43980.05859375,46846.97265625,,,,,2021-08-09 00:00:00 UTC,2.647705078125,360.0078125,,,北海道,35
JP-01,HOKKAIDO,2021-08-18 00:00:00 UTC,50749.1015625,50461.26953125,60619.54296875,1444.9464111328125,1437.34521484375,1453.390869140625,4687.18896484375,4637.58056640625,10332.5234375,44421.49609375,44195.23046875,47297.23046875,,,,,2021-08-09 00:00:00 UTC,2.5201416015625,503.16015625,,,北海道,36
JP-01,HOKKAIDO,2021-08-19 00:00:00 UTC,51263.23828125,50952.97265625,62080.73828125,1447.173095703125,1439.078857421875,1456.21923828125,4960.240234375,4904.43310546875,11316.62890625,44667.625,44425.7265625,47744.44140625,,,,,2021-08-09 00:00:00 UTC,2.2266845703125,514.13671875,,,北海道,37
