japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-05-02,24542.57421875,24483.740234375,25012.10546875,866.4936523438,864.7502441406,881.1432495117,1797.2679443359,1788.7344970703,2043.1330566406,21802.81640625,21757.140625,21959.837890625,,,,,2021-05-01,5.4936523438000222,259.57421875,,,北海道
JP-01,HOKKAIDO,2021-05-03,24705.662109375,24593.08203125,25612.21484375,872.2590942383,868.9240112305,900.2778320312,1868.2561035156,1851.4000244141,2354.0290527344,21892.48828125,21805.33984375,22190.6640625,,,,,2021-05-01,5.7654418944999861,163.087890625,,,北海道
JP-01,HOKKAIDO,2021-05-04,24835.357421875,24674.609375,26129.3125,878.2692260742,873.4790649414,918.5503540039,1905.3889160156,1880.8668212891,2612.478515625,21987.828125,21862.982421875,22415.400390625,,,,,2021-05-01,6.0101318358999833,129.6953125,,,北海道
JP-01,HOKKAIDO,2021-05-05,24994.111328125,24788.384765625,26669.060546875,884.3923950195,878.2707519531,935.940246582,1960.8931884766,1928.8653564453,2884.8352050781,22084.37109375,21925.244140625,22631.08203125,,,,,2021-05-01,6.1231689452999944,158.75390625,,,北海道
JP-01,HOKKAIDO,2021-05-06,25209.341796875,24958.849609375,27314.580078125,890.6538696289,883.3116455078,952.540222168,2061.296875,2021.2041015625,3218.1538085938,22175.333984375,21985.072265625,22830.52734375,,,,,2021-05-01,6.2614746094000111,215.23046875,,,北海道
JP-01,HOKKAIDO,2021-05-07,25395.271484375,25105.134765625,27877.818359375,897.2500610352,888.7858276367,968.6612548828,2149.1694335938,2101.3395996094,3529.4519042969,22262.9765625,22044.4296875,23017.3828125,,,,,2021-05-01,6.5961914063000222,185.9296875,,,北海道
JP-01,HOKKAIDO,2021-05-08,25561.6171875,25232.041015625,28447.091796875,904.1301269531,894.6325683594,984.3583984375,2200.1862792969,2145.6689453125,3773.8466796875,22349.40234375,22105.146484375,23196.046875,,,,,2021-05-01,6.8800659178999695,166.345703125,,,北海道
JP-01,HOKKAIDO,2021-05-09,25733.00390625,25373.4921875,28887.197265625,911.1964111328,900.7463378906,999.5966796875,2276.7749023438,2215.1904296875,4054.8056640625,22453.93359375,22186.072265625,23387.375,,,,,2021-05-01,7.0662841797000056,171.38671875,,,北海道
JP-01,HOKKAIDO,2021-05-10,25884.634765625,25499.19140625,29252.6015625,918.5159912109,907.1846313477,1014.4508056641,2327.12890625,2259.4272460938,4282.28125,22566.134765625,22276.609375,23577.87109375,,,,,2021-05-01,7.3195800780999889,151.630859375,,,北海道
JP-01,HOKKAIDO,2021-05-11,26010.166015625,25600.8046875,29562.33203125,925.9970703125,913.8494873047,1028.8532714844,2339.0241699219,2266.6708984375,4429.2705078125,22682.62109375,22373.1875,23762.826171875,,,,,2021-05-01,7.4810791016000167,125.53125,,,北海道
