japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-11-07 00:00:00 UTC,60813.81640625,60812.7265625,60972.56640625,1472.1905517578125,1472.1575927734375,1486.6043701171875,79.020843505859375,79.015007019042969,99.729339599609375,59253.0859375,59252.0390625,59368.84765625,,,,,2021-11-06 00:00:00 UTC,0.1905517578125,4.81640625,,,北海道,28
JP-01,HOKKAIDO,2021-11-08 00:00:00 UTC,60816.74609375,60814.67578125,61118.890625,1472.3673095703125,1472.3048095703125,1499.80859375,72.796524047851562,72.786384582519531,109.03234100341797,59261.03515625,59259.046875,59482.9375,,,,,2021-11-06 00:00:00 UTC,0.1767578125,2.9296875,,,北海道,29
JP-01,HOKKAIDO,2021-11-09 00:00:00 UTC,60820.4453125,60817.4921875,61247.68359375,1472.5316162109375,1472.4422607421875,1511.7308349609375,70.190361022949219,70.17645263671875,120.00936889648438,59268.9765625,59266.13671875,59587.4921875,,,,,2021-11-06 00:00:00 UTC,0.164306640625,3.69921875,,,北海道,30
JP-01,HOKKAIDO,2021-11-10 00:00:00 UTC,60823.546875,60819.79296875,61360.90234375,1472.7054443359375,1472.592041015625,1522.5272216796875,67.1948013305664,67.17791748046875,127.69757080078125,59276.63671875,59273.01953125,59683.484375,,,,,2021-11-06 00:00:00 UTC,0.173828125,3.1015625,,,北海道,31
JP-01,HOKKAIDO,2021-11-11 00:00:00 UTC,60825.71875,60821.24609375,61464.65234375,1472.8704833984375,1472.7353515625,1532.2943115234375,62.196331024169922,62.177715301513672,128.8597412109375,59283.40234375,59279.09375,59771.25390625,,,,,2021-11-06 00:00:00 UTC,0.1650390625,2.171875,,,北海道,32
JP-01,HOKKAIDO,2021-11-12 00:00:00 UTC,60827.33203125,60822.21875,61557.71484375,1473.021484375,1472.8665771484375,1541.140869140625,58.049331665039062,58.029434204101562,129.21067810058594,59289.09765625,59284.1640625,59851.828125,,,,,2021-11-06 00:00:00 UTC,0.1510009765625,1.61328125,,,北海道,33
JP-01,HOKKAIDO,2021-11-13 00:00:00 UTC,60828.80859375,60823.11328125,61648.4765625,1473.159423828125,1472.986572265625,1549.298095703125,54.043777465820312,54.023097991943359,127.744384765625,59294.23828125,59288.74609375,59931.45703125,,,,,2021-11-06 00:00:00 UTC,0.137939453125,1.4765625,,,北海道,34
JP-01,HOKKAIDO,2021-11-14 00:00:00 UTC,60829.8046875,60823.58203125,61728.01953125,1473.27783203125,1473.0888671875,1556.6929931640625,49.740207672119141,49.719383239746094,123.73044586181641,59299.7109375,59293.70703125,60006.21484375,,,,,2021-11-06 00:00:00 UTC,0.118408203125,0.99609375,,,北海道,35
JP-01,HOKKAIDO,2021-11-15 00:00:00 UTC,60830.48828125,60823.796875,61797.96484375,1473.3875732421875,1473.18408203125,1563.3985595703125,45.800106048583984,45.779441833496094,119.02420806884766,59304.84765625,59298.390625,60075.41015625,,,,,2021-11-06 00:00:00 UTC,0.1097412109375,0.68359375,,,北海道,36
JP-01,HOKKAIDO,2021-11-16 00:00:00 UTC,60831.45703125,60824.3515625,61858.7421875,1473.489501953125,1473.2725830078125,1569.5457763671875,43.683544158935547,43.662532806396484,117.87746429443359,59309.8359375,59302.97265625,60142.1328125,,,,,2021-11-06 00:00:00 UTC,0.1019287109375,0.96875,,,北海道,37
JP-01,HOKKAIDO,2021-11-17 00:00:00 UTC,60832.390625,60824.91015625,61915.609375,1473.59619140625,1473.367431640625,1575.1412353515625,41.157051086425781,41.136146545410156,114.74374389648438,59314.5078125,59307.28125,60204.265625,,,,,2021-11-06 00:00:00 UTC,0.106689453125,0.93359375,,,北海道,38
JP-01,HOKKAIDO,2021-11-18 00:00:00 UTC,60833.1328125,60825.31640625,61970.6171875,1473.6959228515625,1473.4564208984375,1580.185302734375,37.852020263671875,37.831878662109375,108.57830810546875,59318.546875,59310.99609375,60260.1953125,,,,,2021-11-06 00:00:00 UTC,0.0997314453125,0.7421875,,,北海道,39
JP-01,HOKKAIDO,2021-11-19 00:00:00 UTC,60833.74609375,60825.6328125,62019.25390625,1473.7867431640625,1473.53759765625,1584.7021484375,35.122451782226562,35.103000640869141,103.29875946044922,59321.890625,59314.046875,60309.49609375,,,,,2021-11-06 00:00:00 UTC,0.0908203125,0.61328125,,,北海道,40
JP-01,HOKKAIDO,2021-11-20 00:00:00 UTC,60834.3828125,60825.98828125,62056.45703125,1473.8695068359375,1473.61181640625,1588.5772705078125,32.578323364257812,32.559665679931641,97.971084594726562,59324.87890625,59316.76953125,60346.6953125,,,,,2021-11-06 00:00:00 UTC,0.082763671875,0.63671875,,,北海道,41
JP-01,HOKKAIDO,2021-11-21 00:00:00 UTC,60834.84765625,60826.203125,62085.89453125,1473.9403076171875,1473.675048828125,1592.0162353515625,29.877405166625977,29.859794616699219,91.633110046386719,59328.046875,59319.6953125,60379.00390625,,,,,2021-11-06 00:00:00 UTC,0.07080078125,0.46484375,,,北海道,42
JP-01,HOKKAIDO,2021-11-22 00:00:00 UTC,60835.1796875,60826.3203125,62107.11328125,1474.005859375,1473.73388671875,1595.0162353515625,27.402008056640625,27.385454177856445,85.525253295898438,59331.015625,59322.44921875,60404.5546875,,,,,2021-11-06 00:00:00 UTC,0.0655517578125,0.33203125,,,北海道,43
JP-01,HOKKAIDO,2021-11-23 00:00:00 UTC,60835.6796875,60826.6171875,62120.734375,1474.0665283203125,1473.7884521484375,1597.6624755859375,25.763456344604492,25.74755859375,81.672569274902344,59333.890625,59325.12890625,60425.4296875,,,,,2021-11-06 00:00:00 UTC,0.0606689453125,0.5,,,北海道,44
JP-01,HOKKAIDO,2021-11-24 00:00:00 UTC,60836.16796875,60826.9296875,62130.0859375,1474.1292724609375,1473.845947265625,1599.9659423828125,24.030096054077148,24.014995574951172,77.245048522949219,59336.57421875,59327.63671875,60440.98046875,,,,,2021-11-06 00:00:00 UTC,0.062744140625,0.48828125,,,北海道,45
JP-01,HOKKAIDO,2021-11-25 00:00:00 UTC,60836.56640625,60827.1640625,62139.29296875,1474.1875,1473.8994140625,1602.001708984375,22.041191101074219,22.027118682861328,71.736503601074219,59338.89453125,59329.80078125,60453.3828125,,,,,2021-11-06 00:00:00 UTC,0.0582275390625,0.3984375,,,北海道,46
JP-01,HOKKAIDO,2021-11-26 00:00:00 UTC,60836.90625,60827.3515625,62145.7109375,1474.2403564453125,1473.947998046875,1603.7822265625,20.412302017211914,20.399087905883789,67.176994323730469,59340.8125,59331.5703125,60462.44140625,,,,,2021-11-06 00:00:00 UTC,0.0528564453125,0.33984375,,,北海道,47
JP-01,HOKKAIDO,2021-11-27 00:00:00 UTC,60837.24609375,60827.5625,62152.25,1474.2884521484375,1473.9923095703125,1605.386962890625,18.915510177612305,18.903114318847656,62.869869232177734,59342.51953125,59333.1484375,60470.78515625,,,,,2021-11-06 00:00:00 UTC,0.048095703125,0.33984375,,,北海道,48
JP-01,HOKKAIDO,2021-11-28 00:00:00 UTC,60837.4921875,60827.6953125,62159.12890625,1474.3297119140625,1474.030029296875,1606.89501953125,17.331199645996094,17.31971549987793,58.109458923339844,59344.328125,59334.84375,60480.92578125,,,,,2021-11-06 00:00:00 UTC,0.041259765625,0.24609375,,,北海道,49
JP-01,HOKKAIDO,2021-11-29 00:00:00 UTC,60837.66796875,60827.765625,62166.82421875,1474.367919921875,1474.0650634765625,1608.314697265625,15.878713607788086,15.868081092834473,53.652175903320312,59346.01953125,59336.43359375,60492.4140625,,,,,2021-11-06 00:00:00 UTC,0.0382080078125,0.17578125,,,北海道,50
JP-01,HOKKAIDO,2021-11-30 00:00:00 UTC,60837.9453125,60827.94140625,62171.33203125,1474.4033203125,1474.09765625,1609.58056640625,14.861536979675293,14.851492881774902,50.563434600830078,59347.66796875,59337.984375,60502.1484375,,,,,2021-11-06 00:00:00 UTC,0.035400390625,0.27734375,,,北海道,51
JP-01,HOKKAIDO,2021-12-01 00:00:00 UTC,60838.2109375,60828.12109375,62178.6953125,1474.4398193359375,1474.13134765625,1610.802001953125,13.814427375793457,13.805009841918945,47.28765869140625,59349.20703125,59339.4375,60513.859375,,,,,2021-11-06 00:00:00 UTC,0.0364990234375,0.265625,,,北海道,52
JP-01,HOKKAIDO,2021-12-02 00:00:00 UTC,60838.421875,60828.26171875,62187.75390625,1474.4735107421875,1474.1627197265625,1611.9259033203125,12.661052703857422,12.652353286743164,43.574966430664062,59350.53125,59340.6875,60525.37109375,,,,,2021-11-06 00:00:00 UTC,0.03369140625,0.2109375,,,北海道,53
JP-01,HOKKAIDO,2021-12-03 00:00:00 UTC,60838.60546875,60828.36328125,62199.40234375,1474.5040283203125,1474.19091796875,1613.0242919921875,11.720912933349609,11.712798118591309,40.531295776367188,59351.62109375,59341.70703125,60538.93359375,,,,,2021-11-06 00:00:00 UTC,0.030517578125,0.18359375,,,北海道,54
JP-01,HOKKAIDO,2021-12-04 00:00:00 UTC,60838.78515625,60828.4921875,62210.55859375,1474.5318603515625,1474.2166748046875,1614.0164794921875,10.861350059509277,10.853778839111328,37.718990325927734,59352.58984375,59342.62109375,60551.46484375,,,,,2021-11-06 00:00:00 UTC,0.02783203125,0.1796875,,,北海道,55
JP-02,AOMORI,2021-11-07 00:00:00 UTC,5895.75244140625,5895.6474609375,5910.13232421875,38.004833221435547,38.003971099853516,38.383255004882812,3.6733739376068115,3.6730999946594238,4.6328744888305664,5853.36767578125,5853.263671875,5865.79833984375,,,,,2021-11-06 00:00:00 UTC,0.004833221435546875,0.75244140625,,,青森県,84
JP-02,AOMORI,2021-11-08 00:00:00 UTC,5896.39697265625,5896.19580078125,5924.61376953125,38.010028839111328,38.008388519287109,38.730934143066406,3.4252026081085205,3.4247162342071533,5.1240906715393066,5853.77783203125,5853.57958984375,5877.650390625,,,,,2021-11-06 00:00:00 UTC,0.00519561767578125,0.64453125,,,青森県,85
JP-02,AOMORI,2021-11-09 00:00:00 UTC,5897.884765625,5897.5986328125,5939.86083984375,38.015453338623047,38.013114929199219,39.044731140136719,3.887291431427002,3.8864829540252686,6.6357722282409668,5854.22216796875,5853.9404296875,5888.38671875,,,,,2021-11-06 00:00:00 UTC,0.00542449951171875,1.48779296875,,,青森県,86
JP-02,AOMORI,2021-11-10 00:00:00 UTC,5899.75146484375,5899.38818359375,5956.18359375,38.022586822509766,38.019603729248047,39.335956573486328,4.6604247093200684,4.6591029167175293,8.83270263671875,5854.771484375,5854.4150390625,5899.10595703125,,,,,2021-11-06 00:00:00 UTC,0.00713348388671875,1.86669921875,,,青森県,87
JP-02,AOMORI,2021-11-11 00:00:00 UTC,5901.35498046875,5900.92041015625,5972.296875,38.031269073486328,38.0277099609375,39.601287841796875,4.7100014686584473,4.7083382606506348,9.7230281829833984,5855.43017578125,5855.0048828125,5908.9716796875,,,,,2021-11-06 00:00:00 UTC,0.0086822509765625,1.603515625,,,青森県,88
