japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-11-20 00:00:00 UTC,61031.65625,61028.6328125,61089.21875,1472.0338134765625,1472,1474.4013671875,160.34730529785156,160.32081604003906,173.1436767578125,59381.12890625,59378.1875,59411.14453125,,,,,2021-11-19 00:00:00 UTC,0.0338134765625,12.65625,,,北海道,28
JP-01,HOKKAIDO,2021-11-21 00:00:00 UTC,61039.16015625,61033.42578125,61152.25,1472.10498046875,1472.02197265625,1476.570556640625,151.58563232421875,151.53857421875,174.60533142089844,59392.5625,59386.97265625,59448.56640625,,,,,2021-11-19 00:00:00 UTC,0.0711669921875,7.50390625,,,北海道,29
JP-01,HOKKAIDO,2021-11-22 00:00:00 UTC,61043.7578125,61035.578125,61201.87890625,1472.1690673828125,1472.050537109375,1478.4293212890625,143.6402587890625,143.57733154296875,174.80180358886719,59403.87109375,59395.8984375,59480.16796875,,,,,2021-11-19 00:00:00 UTC,0.0640869140625,4.59765625,,,北海道,30
JP-01,HOKKAIDO,2021-11-23 00:00:00 UTC,61050.76171875,61040.375,61234.78515625,1472.244384765625,1472.093994140625,1480.0400390625,141.29804992675781,141.22013854980469,180.24874877929688,59417.89453125,59407.765625,59509.65234375,,,,,2021-11-19 00:00:00 UTC,0.0753173828125,7.00390625,,,北海道,31
JP-01,HOKKAIDO,2021-11-24 00:00:00 UTC,61056.65234375,61044.2890625,61258.55859375,1472.3114013671875,1472.1324462890625,1481.4095458984375,136.73750305175781,136.64840698242188,181.67948913574219,59431.74609375,59419.67578125,59534.8125,,,,,2021-11-19 00:00:00 UTC,0.0670166015625,5.890625,,,北海道,32
JP-01,HOKKAIDO,2021-11-25 00:00:00 UTC,61060.62109375,61046.48046875,61284.234375,1472.3563232421875,1472.1514892578125,1482.597900390625,130.06314086914062,129.96687316894531,179.03462219238281,59442.1640625,59428.3515625,59554.45703125,,,,,2021-11-19 00:00:00 UTC,0.044921875,3.96875,,,北海道,33
JP-01,HOKKAIDO,2021-11-26 00:00:00 UTC,61063.81640625,61048.078125,61301.3671875,1472.390869140625,1472.1629638671875,1483.635498046875,125.94261932373047,125.83939361572266,178.79023742675781,59450.68359375,59435.3046875,59570.41796875,,,,,2021-11-19 00:00:00 UTC,0.0345458984375,3.1953125,,,北海道,34
JP-01,HOKKAIDO,2021-11-27 00:00:00 UTC,61066.875,61049.68359375,61322.875,1472.4166259765625,1472.16796875,1484.5614013671875,120.90292358398438,120.79519653320312,176.32518005371094,59457.9296875,59441.12890625,59584.296875,,,,,2021-11-19 00:00:00 UTC,0.0257568359375,3.05859375,,,北海道,35
JP-01,HOKKAIDO,2021-11-28 00:00:00 UTC,61068.8046875,61050.3125,61337.66796875,1472.46826171875,1472.200927734375,1485.4710693359375,114.09724426269531,113.98822021484375,170.38078308105469,59466.890625,59448.81640625,59600.78515625,,,,,2021-11-19 00:00:00 UTC,0.0516357421875,1.9296875,,,北海道,36
JP-01,HOKKAIDO,2021-11-29 00:00:00 UTC,61070.0703125,61050.4140625,61348.1796875,1472.514892578125,1472.230712890625,1486.3350830078125,107.86714935302734,107.75779724121094,164.46307373046875,59475.296875,59456.07421875,59617.4140625,,,,,2021-11-19 00:00:00 UTC,0.046630859375,1.265625,,,北海道,37
