japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-01-04,13783.7470703125,13748.2587890625,13814.96484375,478.471282959,478.2641906738,479.819152832,1633.1021728516,1623.640625,1650.7611083984,11660.5126953125,11634.794921875,11672.0693359375,,,,,2021-01-03,6.4712829590000069,98.7470703125,,,北海道
JP-01,HOKKAIDO,2021-01-05,13881.5078125,13813.9599609375,13940.818359375,484.8005065918,484.4014587402,487.4066772461,1590.8865966797,1573.3757324219,1623.5540771484,11793.28515625,11743.85546875,11815.9833984375,,,,,2021-01-03,6.3292236327999944,97.7607421875,,,北海道
JP-01,HOKKAIDO,2021-01-06,14001.5068359375,13904.564453125,14086.8974609375,490.9703674316,490.3948059082,494.7417907715,1581.1785888672,1556.3581542969,1627.4921875,11915.4912109375,11844.2734375,11948.6796875,,,,,2021-01-03,6.1698608397999806,119.9990234375,,,北海道
JP-01,HOKKAIDO,2021-01-07,14127.376953125,14003.3994140625,14237.267578125,497.1372070312,496.3950805664,502.0205993652,1583.6474609375,1552.0969238281,1642.6429443359,12034.7333984375,11943.404296875,12078.44921875,,,,,2021-01-03,6.1668395995999958,125.8701171875,,,北海道
JP-01,HOKKAIDO,2021-01-08,14257.6708984375,14108.8154296875,14389.916015625,503.2671203613,502.3723754883,509.167755127,1590.1662597656,1552.4417724609,1660.7600097656,12152.8447265625,12043.017578125,12205.9697265625,,,,,2021-01-03,6.12991333010001,130.2939453125,,,北海道
JP-01,HOKKAIDO,2021-01-09,14377.125,14205.6943359375,14529.4140625,509.3526306152,508.3173828125,516.1948242188,1587.2390136719,1544.1556396484,1667.9072265625,12269.560546875,12142.697265625,12331.4462890625,,,,,2021-01-03,6.0855102538999972,119.4541015625,,,北海道
JP-01,HOKKAIDO,2021-01-10,14501.044921875,14308.759765625,14672.19140625,515.4495239258,514.284362793,523.1607666016,1586.8753662109,1538.9176025391,1676.6953125,12386.1220703125,12243.533203125,12456.0361328125,,,,,2021-01-03,6.0968933106000236,123.919921875,,,北海道
JP-01,HOKKAIDO,2021-01-11,14627.6396484375,14416.4345703125,14814.9921875,522.0906982422,520.805847168,530.6006469727,1575.7875976562,1523.8038330078,1673.1164550781,12516.001953125,12358.75,12593.1005859375,,,,,2021-01-03,6.6411743163999972,126.5947265625,,,北海道
JP-01,HOKKAIDO,2021-01-12,14742.4169921875,14514.2109375,14943.7392578125,528.6703491211,527.2721557617,537.9423828125,1558.2478027344,1502.9584960938,1661.7983398438,12643.0048828125,12472.1552734375,12727.1943359375,,,,,2021-01-03,6.5796508788999972,114.77734375,,,北海道
JP-01,HOKKAIDO,2021-01-13,14869.5322265625,14625.1123046875,15084.6953125,535.1560058594,533.6528320312,545.1275024414,1560.6160888672,1501.7434082031,1670.8725585938,12761.416015625,12578.0751953125,12851.8232421875,,,,,2021-01-03,6.4856567383000083,127.115234375,,,北海道
