japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-04-21,22696.1328125,22672.630859375,22909.859375,811.3255004883,810.3985595703,822.8506469727,1044.0328369141,1040.1486816406,1118.9158935547,20787.185546875,20768.73828125,20878.6953125,,,,,2021-04-20,2.3255004883000083,191.1328125,,,北海道
JP-01,HOKKAIDO,2021-04-22,22871.392578125,22825.853515625,23321.583984375,813.2450561523,811.4800415039,835.1817016602,1121.8974609375,1113.9725341797,1274.8631591797,20855.57421875,20820.41015625,21029.916015625,,,,,2021-04-20,1.9195556639999722,175.259765625,,,北海道
JP-01,HOKKAIDO,2021-04-23,22987.810546875,22922.12890625,23649.130859375,814.8125610352,812.2907104492,846.1510009766,1174.75,1162.9174804688,1403.2683105469,20912.85546875,20862.5625,21162.3359375,,,,,2021-04-20,1.5675048829000389,116.41796875,,,北海道
JP-01,HOKKAIDO,2021-04-24,23072.998046875,22989.154296875,23901.08984375,816.3377685547,813.1315917969,856.1013183594,1206.78125,1191.3516845703,1504.6887207031,20972.875,20908.85546875,21288.6796875,,,,,2021-04-20,1.5252075194999861,85.1875,,,北海道
JP-01,HOKKAIDO,2021-04-25,23139.232421875,23039.166015625,24105.25390625,818.2553100586,814.428527832,865.6405029297,1213.4880371094,1195.0018310547,1570.1511230469,21038.990234375,20962.501953125,21414.75390625,,,,,2021-04-20,1.9175415038999972,66.234375,,,北海道
JP-01,HOKKAIDO,2021-04-26,23196.77734375,23082.4296875,24260.541015625,820.7178344727,816.3264160156,875.0607910156,1198.2159423828,1177.3146972656,1601.0594482422,21121.95703125,21034.08984375,21553.306640625,,,,,2021-04-20,2.4625244141000167,57.544921875,,,北海道
JP-01,HOKKAIDO,2021-04-27,23275.994140625,23148.376953125,24459.814453125,823.3029785156,818.3983764648,883.9895019531,1193.4409179688,1170.2446289062,1640.0412597656,21204.080078125,21105.87109375,21686.716796875,,,,,2021-04-20,2.5851440428999695,79.216796875,,,北海道
JP-01,HOKKAIDO,2021-04-28,23381.119140625,23241.009765625,24687.310546875,826.0562744141,820.6845092773,892.5233764648,1206.1416015625,1180.5319824219,1698.7180175781,21292.521484375,21184.859375,21822.111328125,,,,,2021-04-20,2.7532958985000278,105.125,,,北海道
JP-01,HOKKAIDO,2021-04-29,23506.849609375,23354.63671875,24958.51171875,828.3110351562,822.5178222656,899.9985961914,1244.4405517578,1216.0086669922,1790.9467773438,21371.337890625,21255.107421875,21943.58203125,,,,,2021-04-20,2.2547607420999611,125.73046875,,,北海道
JP-01,HOKKAIDO,2021-04-30,23611.314453125,23448.072265625,25215.384765625,830.0745849609,823.9025878906,906.5020751953,1275.6175537109,1244.6237792969,1871.1639404297,21433.283203125,21309.357421875,22045.03515625,,,,,2021-04-20,1.7635498047000056,104.46484375,,,北海道
JP-01,HOKKAIDO,2021-05-01,23691.599609375,23518.86328125,25376.962890625,831.7557983398,825.2408447266,912.4602661133,1293.7286376953,1260.6064453125,1929.9953613281,21497.35546875,21366.412109375,22144.58984375,,,,,2021-04-20,1.6812133788999972,80.28515625,,,北海道
JP-01,HOKKAIDO,2021-05-02,23755.568359375,23574.703125,25492.5078125,833.8395996094,827.0098266602,918.4190063477,1290.9000244141,1256.3293457031,1954.7220458984,21567.4609375,21430.076171875,22245.90234375,,,,,2021-04-20,2.0838012696000305,63.96875,,,北海道
JP-01,HOKKAIDO,2021-05-03,23811.716796875,23624.126953125,25554.474609375,836.4884033203,829.3672485352,924.6600952148,1267.1599121094,1231.876953125,1944.3154296875,21655.203125,21511.82421875,22363.03125,,,,,2021-04-20,2.6488037108999833,56.1484375,,,北海道
JP-01,HOKKAIDO,2021-05-04,23878.970703125,23685.015625,25653.083984375,839.2485961914,831.8602905273,930.7155761719,1249.3690185547,1213.3823242188,1939.6535644531,21741.630859375,21592.7734375,22476.47265625,,,,,2021-04-20,2.7601928711000028,67.25390625,,,北海道
JP-01,HOKKAIDO,2021-05-05,23975.6015625,23775.1484375,25820.283203125,842.1508178711,834.5170288086,936.698059082,1248.8096923828,1211.7618408203,1959.1430664062,21833.5546875,21679.646484375,22594.890625,,,,,2021-04-20,2.9022216797000056,96.630859375,,,北海道
JP-01,HOKKAIDO,2021-05-06,24091.505859375,23884.212890625,26040.06640625,844.4952392578,836.6419677734,941.8121948242,1275.0212402344,1236.2077636719,2018.9790039062,21914.501953125,21756.02734375,22700.123046875,,,,,2021-04-20,2.3444213866999917,115.904296875,,,北海道
JP-01,HOKKAIDO,2021-05-07,24186.83984375,23973.328125,26245.052734375,846.3032836914,838.2541503906,946.0643310547,1297.2180175781,1256.8250732422,2071.2739257812,21977.220703125,21814.681640625,22783.65234375,,,,,2021-04-20,1.8080444336000028,95.333984375,,,北海道
JP-01,HOKKAIDO,2021-05-08,24264.103515625,24045.49609375,26367.439453125,848.0052490234,839.7788696289,950.0303344727,1309.8033447266,1268.201171875,2106.9753417969,22041.5625,21875.30859375,22868.36328125,,,,,2021-04-20,1.7019653319999861,77.263671875,,,北海道
JP-01,HOKKAIDO,2021-05-09,24324.01953125,24101.46484375,26435.384765625,850.0966186523,841.7051391602,954.2786865234,1302.5887451172,1260.4852294922,2109.337890625,22111.75,21942.056640625,22958.66796875,,,,,2021-04-20,2.0913696288999972,59.916015625,,,北海道
JP-01,HOKKAIDO,2021-05-10,24375.845703125,24150.46484375,26446.88671875,852.7372436523,844.1885986328,958.9331054688,1274.2467041016,1232.4117431641,2075.7082519531,22199.458984375,22026.453125,23064.765625,,,,,2021-04-20,2.640625,51.826171875,,,北海道
JP-01,HOKKAIDO,2021-05-11,24447.03125,24218.384765625,26539.0859375,855.4707641602,846.7756347656,963.4653930664,1256.6867675781,1214.8488769531,2057.9645996094,22285.484375,22109.39453125,23165.771484375,,,,,2021-04-20,2.7335205079000389,71.185546875,,,北海道
JP-01,HOKKAIDO,2021-05-12,24542.265625,24309.970703125,26672.6875,858.3389282227,849.5065917969,967.9535522461,1255.4465332031,1213.1254882812,2065.6826171875,22377.263671875,22198.25,23269.947265625,,,,,2021-04-20,2.8681640625,95.234375,,,北海道
JP-01,HOKKAIDO,2021-05-13,24659.640625,24422.853515625,26878.859375,860.6510620117,851.6975097656,971.6848144531,1282.5894775391,1238.8720703125,2119.3166503906,22457.755859375,22276.1015625,23361.185546875,,,,,2021-04-20,2.3121337889999722,117.375,,,北海道
JP-01,HOKKAIDO,2021-05-14,24756.82421875,24515.958984375,27071.51171875,862.4357910156,853.3755493164,974.6851806641,1306.4614257812,1261.4899902344,2167.0024414062,22519.97265625,22336.013671875,23431.859375,,,,,2021-04-20,1.7847290038999972,97.18359375,,,北海道
JP-01,HOKKAIDO,2021-05-15,24833.7265625,24589.818359375,27163.169921875,864.120300293,854.9627685547,977.4544067383,1319.8251953125,1273.994140625,2196.677734375,22583.927734375,22397.818359375,23503.205078125,,,,,2021-04-20,1.684509277400025,76.90234375,,,北海道
JP-01,HOKKAIDO,2021-05-16,24895.333984375,24649.30859375,27209.912109375,866.1947631836,856.9432373047,980.5769042969,1313.9630126953,1267.9760742188,2193.6457519531,22653.853515625,22465.701171875,23580.244140625,,,,,2021-04-20,2.0744628905999889,61.607421875,,,北海道
JP-01,HOKKAIDO,2021-05-17,24949.998046875,24702.828125,27203.5234375,868.8247680664,859.4802856445,984.2853393555,1287.6889648438,1242.3031005859,2155.6960449219,22741.7421875,22551.544921875,23676.5703125,,,,,2021-04-20,2.6300048827999944,54.6640625,,,北海道
JP-01,HOKKAIDO,2021-05-18,25020.2890625,24771.52734375,27270.46875,871.5610351562,862.1290893555,988.1223144531,1270.4060058594,1225.3493652344,2132.0183105469,22828.21875,22636.130859375,23773.251953125,,,,,2021-04-20,2.7362670897999806,70.291015625,,,北海道
JP-02,AOMORI,2021-04-21,1357.3237304688,1355.5899658203,1383.400390625,20.2639560699,20.2408504486,20.5495243073,165.2010192871,164.5840759277,177.0307922363,1159.5986328125,1158.5612792969,1165.1352539062,,,,,2021-04-20,0.26395606990000076,21.323730468800022,,,青森県
JP-02,AOMORI,2021-04-22,1380.5921630859,1377.1833496094,1439.8699951172,20.4768753052,20.4325008392,21.0284919739,170.5205383301,169.310760498,193.7201080322,1170.1721191406,1168.1853027344,1180.8558349609,,,,,2021-04-20,0.21291923529999934,23.268432617099961,,,青森県
JP-02,AOMORI,2021-04-23,1398.7302246094,1393.7463378906,1491.5762939453,20.6447486877,20.5809059143,21.4404945374,175.7521209717,173.9735412598,209.8536071777,1178.7425537109,1175.8900146484,1194.0793457031,,,,,2021-04-20,0.16787338250000161,18.138061523500028,,,青森県
JP-02,AOMORI,2021-04-24,1412.4866943359,1406.0747070312,1532.2279052734,20.8067913055,20.7250995636,21.8250656128,179.8975219727,177.5871734619,224.1948242188,1187.6735839844,1184.0270996094,1207.12890625,,,,,2021-04-20,0.1620426177999974,13.756469726499972,,,青森県
JP-02,AOMORI,2021-04-25,1422.8248291016,1415.1510009766,1562.8041992188,21.0102844238,20.9119968414,22.2337818146,181.25730896,178.4844512939,234.4014129639,1197.5584716797,1193.1800537109,1220.6490478516,,,,,2021-04-20,0.20349311830000261,10.338134765700033,,,青森県
JP-02,AOMORI,2021-04-26,1431.4091796875,1422.6593017578,1582.7124023438,21.2731227875,21.1592025757,22.6945266724,179.9992828369,176.8484649658,240.3868408203,1210.0234375,1204.9636230469,1236.7404785156,,,,,2021-04-20,0.26283836369999847,8.5843505858999833,,,青森県
JP-02,AOMORI,2021-04-27,1441.7760009766,1432.0266113281,1604.4766845703,21.549446106,21.4209041595,23.156621933,179.4807281494,175.9822692871,246.5228271484,1222.4221191406,1216.7326660156,1252.4677734375,,,,,2021-04-20,0.27632331850000114,10.366821289100017,,,青森県
JP-02,AOMORI,2021-04-28,1455.1890869141,1444.490234375,1630.0441894531,21.8432655334,21.7010002136,23.6297340393,180.2924194336,176.4566802979,253.8171844482,1235.7979736328,1229.5236816406,1269.2280273438,,,,,2021-04-20,0.293819427399999,13.4130859375,,,青森県
JP-02,AOMORI,2021-04-29,1470.4573974609,1458.8217773438,1662.2926025391,22.0783290863,21.9236373901,24.0409622192,183.3783721924,179.1856994629,263.8425292969,1247.5836181641,1240.7818603516,1285.0046386719,,,,,2021-04-20,0.23506355289999803,15.268310546799967,,,青森県
JP-02,AOMORI,2021-04-30,1482.8530273438,1470.3538818359,1694.2346191406,22.2574939728,22.0916748047,24.3762111664,185.3646240234,180.8613433838,271.8629760742,1256.6323242188,1249.3557128906,1297.5013427734,,,,,2021-04-20,0.17916488650000062,12.395629882900039,,,青森県
JP-02,AOMORI,2021-05-01,1492.6209716797,1479.3968505859,1715.5113525391,22.4255771637,22.2496013641,24.6901664734,186.1551361084,181.3939361572,277.6911010742,1265.7745361328,1258.0611572266,1310.0157470703,,,,,2021-04-20,0.16808319090000268,9.7679443358999833,,,青森県
JP-02,AOMORI,2021-05-02,1500.2344970703,1486.4239501953,1729.0037841797,22.6327667236,22.4470901489,25.0380249023,184.6328430176,179.6974487305,279.5872192383,1275.7069091797,1267.5853271484,1323.1591796875,,,,,2021-04-20,0.207189559899998,7.6135253905999889,,,青森県
JP-02,AOMORI,2021-05-03,1506.7498779297,1492.5037841797,1732.8383789062,22.8970661163,22.7018737793,25.438079834,180.5794067383,175.5642089844,277.1083068848,1288.1346435547,1279.6171875,1338.5324707031,,,,,2021-04-20,0.26429939269999991,6.5153808594000111,,,青森県
JP-02,AOMORI,2021-05-04,1514.8366699219,1500.1604003906,1741.9272460938,23.1715946198,22.9673748016,25.8425159454,177.3515014648,172.2600250244,275.390045166,1300.3446044922,1291.4591064453,1353.5526123047,,,,,2021-04-20,0.27452850350000091,8.0867919922000056,,,青森県
JP-02,AOMORI,2021-05-05,1525.5288085938,1510.4089355469,1756.4154052734,23.4598464966,23.2469921112,26.2541408539,175.2974700928,170.1170349121,275.079498291,1313.3471679688,1304.1108398438,1369.1931152344,,,,,2021-04-20,0.28825187680000042,10.692138671900011,,,青森県
JP-02,AOMORI,2021-05-06,1537.9675292969,1522.3344726562,1777.7043457031,23.686964035,23.4664478302,26.5737171173,175.7964630127,170.4642333984,278.4404602051,1324.6123046875,1315.0521240234,1381.8410644531,,,,,2021-04-20,0.22711753839999815,12.438720703099989,,,青森県
JP-02,AOMORI,2021-05-07,1548.3015136719,1532.18359375,1800.7720947266,23.8576183319,23.6304588318,26.8239765167,176.2008056641,170.7327728271,281.4060668945,1333.1225585938,1323.2797851562,1391.5101318359,,,,,2021-04-20,0.17065429690000045,10.333984375,,,青森県
JP-02,AOMORI,2021-05-08,1556.6232910156,1540.123046875,1813.6794433594,24.0164470673,23.7831840515,27.0524787903,175.8147735596,170.2469787598,282.8745117188,1341.6807861328,1331.5729980469,1400.9586181641,,,,,2021-04-20,0.1588287354000002,8.3217773436999778,,,青森県
JP-02,AOMORI,2021-05-09,1563.2322998047,1546.4586181641,1819.7296142578,24.211315155,23.9719829559,27.3164749146,173.5696411133,167.973449707,281.1141052246,1350.9497070312,1340.5892333984,1411.0479736328,,,,,2021-04-20,0.19486808770000152,6.6090087891000167,,,青森県
JP-02,AOMORI,2021-05-10,1568.9832763672,1552.0595703125,1817.0583496094,24.4591331482,24.2135372162,27.6347427368,169.0736541748,163.5347747803,275.4538269043,1362.5439453125,1351.9271240234,1423.4193115234,,,,,2021-04-20,0.2478179931999982,5.7509765625,,,青森県
JP-02,AOMORI,2021-05-11,1576.2235107422,1559.1165771484,1820.6710205078,24.7157325745,24.4640655518,27.9587783813,165.4697265625,159.9712677002,271.0101013184,1373.9066162109,1363.0478515625,1435.4621582031,,,,,2021-04-20,0.25659942629999932,7.240234375,,,青森県
JP-02,AOMORI,2021-05-12,1585.9147949219,1568.5810546875,1830.3022460938,24.9844264984,24.7268295288,28.2918834686,163.0524291992,157.5650177002,268.3153991699,1385.9820556641,1374.8880615234,1448.1217041016,,,,,2021-04-20,0.26869392390000257,9.6912841797000056,,,青森県
JP-02,AOMORI,2021-05-13,1597.3112792969,1579.6625976562,1848.1630859375,25.1955699921,24.9328937531,28.5564022064,163.1897583008,157.6351013184,269.6790771484,1396.4168701172,1385.1118164062,1458.9997558594,,,,,2021-04-20,0.21114349369999985,11.396484375,,,青森県
JP-02,AOMORI,2021-05-14,1606.8658447266,1588.9149169922,1868.5373535156,25.353975296,25.0870380402,28.7645378113,163.4318084717,157.813659668,271.1120605469,1404.2864990234,1392.8063964844,1467.5633544922,,,,,2021-04-20,0.1584053039000004,9.5545654297000056,,,青森県
JP-02,AOMORI,2021-05-15,1614.6142578125,1596.4482421875,1878.9573974609,25.5013103485,25.230474472,28.9562740326,163.014831543,157.3612365723,271.346282959,1412.203125,1400.5568847656,1476.0648193359,,,,,2021-04-20,0.14733505249999723,7.7484130858999833,,,青森県
JP-02,AOMORI,2021-05-16,1620.8061523438,1602.5197753906,1882.9672851562,25.6820278168,25.4071540833,29.1854896545,160.9246063232,155.299697876,268.6916503906,1420.7810058594,1408.9736328125,1485.3513183594,,,,,2021-04-20,0.18071746830000279,6.1918945313000222,,,青森県
JP-02,AOMORI,2021-05-17,1626.2211914062,1607.921875,1878.6831054688,25.911819458,25.6325626373,29.4685535431,156.7810058594,151.2624664307,262.49609375,1431.5184326172,1419.5393066406,1496.8585205078,,,,,2021-04-20,0.22979164119999851,5.4150390623999556,,,青森県
JP-02,AOMORI,2021-05-18,1633.0661621094,1614.70703125,1881.1219482422,26.1498451233,25.8662948608,29.7607116699,153.5080566406,148.071182251,257.6537780762,1442.0472412109,1429.9058837891,1508.2038574219,,,,,2021-04-20,0.23802566530000036,6.8449707032000333,,,青森県
