japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2020-12-17,11911.52734375,11853.19140625,11976.4169921875,360.9573974609,359.6993408203,365.8944702148,2074.4020996094,2062.9404296875,2095.1633300781,9471.9951171875,9426.404296875,9510.875,,,,,2020-12-16,10.733551025400004,176.4052734375,,,北海道
JP-01,HOKKAIDO,2020-12-18,12023.525390625,11911.783203125,12147.0283203125,369.4676208496,367.021270752,379.0532531738,1999.8974609375,1978.9027099609,2037.9331054688,9649.1455078125,9560.9033203125,9724.314453125,,,,,2020-12-16,8.5102233887000125,111.998046875,,,北海道
JP-01,HOKKAIDO,2020-12-19,12156.5,11995.5078125,12333.6484375,377.6443481445,374.0782470703,391.5940856934,1952.0433349609,1922.8143310547,2005.0218505859,9821.2509765625,9693.146484375,9930.3408203125,,,,,2020-12-16,8.17672729489999,132.974609375,,,北海道
JP-01,HOKKAIDO,2020-12-20,12306.88671875,12100.197265625,12533.9072265625,385.6079406738,380.9876708984,403.6482543945,1923.1418457031,1886.5991210938,1989.3928222656,9990.40234375,9825.0400390625,10131.1220703125,,,,,2020-12-16,7.9635925293000014,150.38671875,,,北海道
JP-01,HOKKAIDO,2020-12-21,12458.0927734375,12209.111328125,12730.158203125,393.4376831055,387.8248901367,415.3115844727,1900.1744384766,1857.1791992188,1978.1463623047,10158.2451171875,9958.0283203125,10328.53515625,,,,,2020-12-16,7.8297424317000264,151.2060546875,,,北海道
JP-01,HOKKAIDO,2020-12-22,12635.8193359375,12346.9736328125,12950.5458984375,401.1442565918,394.5971679688,426.6071472168,1903.9685058594,1854.6750488281,1993.3897705078,10325.1640625,10092.318359375,10523.046875,,,,,2020-12-16,7.7065734862999875,177.7265625,,,北海道
JP-01,HOKKAIDO,2020-12-23,12842.1513671875,12515.3046875,13198.6279296875,408.8378601074,401.4092102051,437.6773071289,1933.2559814453,1877.5267333984,2034.5173339844,10493.376953125,10229.90234375,10717.1162109375,,,,,2020-12-16,7.6936035155999889,206.33203125,,,北海道
JP-01,HOKKAIDO,2020-12-24,13068.361328125,12705.22265625,13465.041015625,416.6265869141,408.36328125,448.6539001465,1979.703125,1917.4024658203,2093.3747558594,10665.064453125,10372.734375,10913.041015625,,,,,2020-12-16,7.7887268067000264,226.2099609375,,,北海道
JP-01,HOKKAIDO,2020-12-25,13292.0498046875,12894.7734375,13726.392578125,424.5876159668,415.5308227539,459.639465332,2019.1654052734,1950.8205566406,2144.5888671875,10841.7119140625,10522.083984375,11112.5263671875,,,,,2020-12-16,7.9610290526999847,223.6884765625,,,北海道
JP-01,HOKKAIDO,2020-12-26,13533.462890625,13103.330078125,14004.931640625,432.6741027832,422.8620910645,470.5989990234,2071.3383789062,1996.7954101562,2209.1811523438,11022.671875,10677.1640625,11315.0341796875,,,,,2020-12-16,8.0864868163999972,241.4130859375,,,北海道
JP-01,HOKKAIDO,2020-12-27,13772.7744140625,13311.6025390625,14282.7822265625,440.9460754395,430.4122619629,481.7129821777,2114.333984375,2034.1768798828,2264.2954101562,11209.083984375,10838.9580078125,11523.990234375,,,,,2020-12-16,8.2719726563000222,239.3115234375,,,北海道
JP-01,HOKKAIDO,2020-12-28,13990.974609375,13501.2119140625,14533.853515625,449.3768310547,438.1517028809,492.861541748,2135.2456054688,2050.6003417969,2294.96484375,11400.189453125,11006.568359375,11736.5166015625,,,,,2020-12-16,8.4307556151999847,218.2001953125,,,北海道
JP-01,HOKKAIDO,2020-12-29,14221.93359375,13704.5810546875,14797.228515625,457.876739502,445.990234375,503.9666442871,2165.1469726562,2075.9445800781,2334.6369628906,11593.9267578125,11177.890625,11950.8310546875,,,,,2020-12-16,8.4999084473000153,230.958984375,,,北海道
JP-01,HOKKAIDO,2020-12-30,14469.0849609375,13924.8134765625,15077.611328125,466.4809875488,453.958770752,515.0867919922,2205.8942871094,2111.9196777344,2385.5844726562,11791.1513671875,11353.6396484375,12168.1435546875,,,,,2020-12-16,8.6042480467999667,247.1513671875,,,北海道
JP-01,HOKKAIDO,2020-12-31,14726.4228515625,14156.0205078125,15367.0439453125,475.2342529297,462.0989685059,526.2641601562,2252.8818359375,2154.0607910156,2442.9045410156,11992.869140625,11534.6884765625,12389.177734375,,,,,2020-12-16,8.753265380900018,257.337890625,,,北海道
JP-01,HOKKAIDO,2021-01-01,14971.970703125,14377.095703125,15641.9375,484.1678771973,470.4388122559,537.55078125,2283.2602539062,2180.5109863281,2481.705078125,12199.6552734375,11721.501953125,12614.7880859375,,,,,2020-12-16,8.93362426760001,245.5478515625,,,北海道
JP-01,HOKKAIDO,2021-01-02,15223.203125,14604.64453125,15922.21484375,493.1921691895,478.8885803223,548.8667602539,2315.33984375,2208.7758789062,2521.9489746094,12409.9951171875,11912.54296875,12843.7841796875,,,,,2020-12-16,9.0242919922000056,251.232421875,,,北海道
JP-01,HOKKAIDO,2021-01-03,15459.41015625,14818.80859375,16181.6884765625,502.326171875,487.4653015137,560.1056518555,2327.6184082031,2218.3415527344,2539.2329101562,12624.041015625,12107.859375,13073.44921875,,,,,2020-12-16,9.13400268549998,236.20703125,,,北海道
JP-01,HOKKAIDO,2021-01-04,15670.6591796875,15010.1298828125,16412.138671875,511.5037841797,496.1026306152,571.3562011719,2315.3283691406,2204.7038574219,2529.1018066406,12839.998046875,12305.697265625,13305.3583984375,,,,,2020-12-16,9.1776123047000056,211.2490234375,,,北海道
JP-01,HOKKAIDO,2021-01-05,15911.533203125,15230.494140625,16674.388671875,520.6213989258,504.6995239258,582.4663696289,2332.1140136719,2218.9426269531,2550.2985839844,13055.5126953125,12503.744140625,13536.1650390625,,,,,2020-12-16,9.1176147461000028,240.8740234375,,,北海道
JP-01,HOKKAIDO,2021-01-06,16156.2685546875,15455.306640625,16940.435546875,529.7883300781,513.3612060547,593.5755615234,2349.7438964844,2234.1362304688,2572.1958007812,13273.3056640625,12704.564453125,13768.9326171875,,,,,2020-12-16,9.16693115229998,244.7353515625,,,北海道
JP-01,HOKKAIDO,2021-01-07,16426.4140625,15704.95703125,17234.375,539.0122680664,522.0923461914,604.7135009766,2390.4411621094,2271.3815917969,2619.4973144531,13493.4375,12908.1552734375,14004.25390625,,,,,2020-12-16,9.2239379883000083,270.1455078125,,,北海道
JP-01,HOKKAIDO,2021-01-08,16678.47265625,15938.072265625,17507.041015625,548.3866577148,530.9833374023,615.959777832,2408.966796875,2287.6701660156,2642.251953125,13718.0634765625,13116.5322265625,14243.677734375,,,,,2020-12-16,9.3743896483999833,252.05859375,,,北海道
JP-01,HOKKAIDO,2021-01-09,16952.537109375,16192.66015625,17802.921875,557.8017578125,539.9270629883,627.1817626953,2446.5537109375,2322.1640625,2685.8193359375,13945.083984375,13327.6474609375,14484.6845703125,,,,,2020-12-16,9.41510009770002,274.064453125,,,北海道
JP-01,HOKKAIDO,2021-01-10,17192.51171875,16415.443359375,18060.46875,567.3455810547,549.0070800781,638.5030517578,2445.5380859375,2320.1201171875,2686.5834960938,14176.271484375,13543.150390625,14729.6826171875,,,,,2020-12-16,9.5438232422000056,239.974609375,,,北海道
JP-01,HOKKAIDO,2021-01-11,17406.1328125,16613.748046875,18286.375,576.87890625,558.0888061523,649.7387084961,2418.9174804688,2293.9047851562,2658.5021972656,14407.9873046875,13759.5380859375,14974.1328125,,,,,2020-12-16,9.5333251952999944,213.62109375,,,北海道
JP-01,HOKKAIDO,2021-01-12,17640.466796875,16832.138671875,18535.826171875,586.294921875,567.0662231445,660.8356933594,2414.4829101562,2288.8354492188,2654.6787109375,14637.744140625,13974.404296875,15216.9892578125,,,,,2020-12-16,9.416015625,234.333984375,,,北海道
JP-01,HOKKAIDO,2021-01-13,17907.09375,17081.548828125,18820.396484375,595.6787719727,576.0219726562,671.8417358398,2441.4812011719,2313.6428222656,2685.3286132812,14867.638671875,14189.7197265625,15459.294921875,,,,,2020-12-16,9.38385009770002,266.626953125,,,北海道
JP-02,AOMORI,2020-12-17,384.1969299316,383,386.2877807617,6.0795750618,6.0583996773,6.1596083641,44.8871536255,44.6389122009,45.3580474854,332.6312866211,331.0297851562,334.1262512207,,,,,2020-12-16,-0.004940509799999937,-5.0211181641000167,,,青森県
