japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2020-12-22,12461.6435546875,12454.62890625,12522.6259765625,402.5853271484,402.433380127,404.4771728516,1857.9404296875,1855.7001953125,1862.7786865234,10194.0244140625,10189.4091796875,10247.75,,,,,2020-12-21,8.5853271483999833,154.6435546875,,,北海道
JP-01,HOKKAIDO,2020-12-23,12629.169921875,12615.6455078125,12746.8193359375,411.1558227539,410.8611450195,414.8276367188,1888.1362304688,1883.8000488281,1897.5886230469,10321.509765625,10312.6357421875,10424.85546875,,,,,2020-12-21,8.5704956055000139,167.5263671875,,,北海道
JP-01,HOKKAIDO,2020-12-24,12791.85546875,12772.3076171875,12961.4794921875,419.7843017578,419.3556518555,425.1273498535,1914.9047851562,1908.6153564453,1928.7231445312,10450.2822265625,10437.474609375,10599.3623046875,,,,,2020-12-21,8.6284790038999972,162.685546875,,,北海道
JP-01,HOKKAIDO,2020-12-25,12976.638671875,12951.39453125,13195.0654296875,428.5381774902,427.9832763672,435.4545593262,1960.6721191406,1952.4597167969,1978.9567871094,10580.0634765625,10563.6162109375,10771.41015625,,,,,2020-12-21,8.75387573239999,184.783203125,,,北海道
JP-01,HOKKAIDO,2020-12-26,13145.794921875,13115.2998046875,13408.7490234375,437.4668884277,436.7936706543,445.8399047852,1990.0721435547,1980.10546875,2012.3696289062,10710.12890625,10690.3134765625,10939.943359375,,,,,2020-12-21,8.9287109375,169.15625,,,北海道
JP-01,HOKKAIDO,2020-12-27,13300.77734375,13265.4716796875,13607.435546875,446.5319519043,445.7462463379,456.3512268066,2004.4835205078,1992.9526367188,2030.8575439453,10840.904296875,10817.966796875,11108.287109375,,,,,2020-12-21,9.0650634766000167,154.982421875,,,北海道
JP-01,HOKKAIDO,2020-12-28,13451.4501953125,13411.734375,13797.41015625,455.7682800293,454.8759765625,466.9415588379,2015.279296875,2002.3482666016,2045.1147460938,10971.873046875,10946.0361328125,11273.5205078125,,,,,2020-12-21,9.236328125,150.6728515625,,,北海道
JP-01,HOKKAIDO,2020-12-29,13592.931640625,13549.2041015625,13973.546875,465.1141357422,464.1205749512,477.569519043,2022.5833740234,2008.4105224609,2055.3796386719,11100.3876953125,11071.8603515625,11433.7001953125,,,,,2020-12-21,9.3458557129000042,141.4814453125,,,北海道
JP-01,HOKKAIDO,2020-12-30,13779.376953125,13731.58984375,14194.494140625,474.5681152344,473.4778747559,488.2330322266,2070.2028808594,2054.5793457031,2106.4753417969,11228.69921875,11197.6708984375,11591.19140625,,,,,2020-12-21,9.4539794922000056,186.4453125,,,北海道
JP-01,HOKKAIDO,2020-12-31,13962.37890625,13910.7978515625,14408.767578125,484.1568908691,482.9744262695,498.968536377,2114.0461425781,2097.0537109375,2153.6271972656,11359.2509765625,11325.8837890625,11748.8662109375,,,,,2020-12-21,9.58877563469997,183.001953125,,,北海道
