japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji,__index_level_0__
JP-01,HOKKAIDO,2021-10-05 00:00:00 UTC,60317.6015625,60309,60529.265625,1467.806640625,1467.302490234375,1477.8970947265625,323.91921997070312,323.83889770507812,342.58746337890625,58519.98828125,58510.94140625,58700.90625,,,,,2021-10-04 00:00:00 UTC,0.806640625,8.6015625,,,北海道,28
JP-01,HOKKAIDO,2021-10-06 00:00:00 UTC,60326.18359375,60309,60725.1015625,1468.668701171875,1467.710205078125,1487.8211669921875,300.6502685546875,300.50869750976562,333.57217407226562,58550.52734375,58533.32421875,58893.31640625,,,,,2021-10-04 00:00:00 UTC,0.862060546875,8.58203125,,,北海道,29
JP-01,HOKKAIDO,2021-10-07 00:00:00 UTC,60332.99609375,60309,60900.109375,1469.3868408203125,1468.01904296875,1496.6873779296875,277.17636108398438,276.99020385742188,320.46734619140625,58576.8203125,58552.26953125,59064.58984375,,,,,2021-10-04 00:00:00 UTC,0.7181396484375,6.8125,,,北海道,30
JP-01,HOKKAIDO,2021-10-08 00:00:00 UTC,60338.29296875,60309,61054.53125,1470.04833984375,1468.311767578125,1504.6507568359375,256.74981689453125,256.531005859375,307.63778686523438,58599.5546875,58568.37890625,59216.546875,,,,,2021-10-04 00:00:00 UTC,0.6614990234375,5.296875,,,北海道,31
JP-01,HOKKAIDO,2021-10-09 00:00:00 UTC,60342.42578125,60309,61190.28125,1470.6036376953125,1468.5347900390625,1511.752197265625,238.93876647949219,238.6962890625,295.33163452148438,58619.68359375,58582.55078125,59351.9375,,,,,2021-10-04 00:00:00 UTC,0.5552978515625,4.1328125,,,北海道,32
JP-01,HOKKAIDO,2021-10-10 00:00:00 UTC,60345.53125,60309,61308.23828125,1471.13427734375,1468.76611328125,1518.181396484375,221.31817626953125,221.06120300292969,281.08438110351562,58640.37890625,58597.87890625,59476.41015625,,,,,2021-10-04 00:00:00 UTC,0.5306396484375,3.10546875,,,北海道,33
JP-01,HOKKAIDO,2021-10-11 00:00:00 UTC,60347.7890625,60309,61409.84765625,1471.632568359375,1468.9949951171875,1524.00146484375,204.15538024902344,203.8914794921875,265.53985595703125,58661.41015625,58614.07421875,59591.28125,,,,,2021-10-04 00:00:00 UTC,0.498291015625,2.2578125,,,北海道,34
JP-01,HOKKAIDO,2021-10-12 00:00:00 UTC,60349.98828125,60309,61498.47265625,1472.0968017578125,1469.216552734375,1529.24267578125,189.28518676757812,189.01811218261719,251.41629028320312,58680.70703125,58629.015625,59694.87890625,,,,,2021-10-04 00:00:00 UTC,0.4642333984375,2.19921875,,,北海道,35
JP-01,HOKKAIDO,2021-10-13 00:00:00 UTC,60352.296875,60309,61574.2421875,1472.598876953125,1469.4998779296875,1534.0316162109375,176.61140441894531,176.34341430664062,238.964111328125,58698.91796875,58643.30078125,59788.52734375,,,,,2021-10-04 00:00:00 UTC,0.5020751953125,2.30859375,,,北海道,36
JP-01,HOKKAIDO,2021-10-14 00:00:00 UTC,60354.25,60309,61647.40234375,1473.02001953125,1469.72412109375,1538.3082275390625,162.43722534179688,162.1751708984375,223.41275024414062,58714.4140625,58655.26171875,59871.74609375,,,,,2021-10-04 00:00:00 UTC,0.421142578125,1.953125,,,北海道,37
