japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-01,HOKKAIDO,2021-03-09,19554.091796875,19530.328125,19629.865234375,695.7895507812,693.7975463867,702.3883666992,882.2979125977,881.0463867188,899.1335449219,17941.1640625,17920.740234375,17991.79296875,,,,,2021-03-08,2.7895507811999778,68.091796875,,,北海道
JP-01,HOKKAIDO,2021-03-10,19617.310546875,19572.01953125,19761.7109375,698.6630859375,694.8627929688,711.2579345703,888.8471069336,886.4512939453,921.0638427734,17996.4296875,17957.5078125,18092.919921875,,,,,2021-03-08,2.8735351563000222,63.21875,,,北海道
JP-01,HOKKAIDO,2021-03-11,19681.876953125,19617.060546875,19888.642578125,701.5883178711,696.1454467773,719.6402587891,894.0674438477,890.6331787109,940.2305908203,18052.48046875,17996.791015625,18190.580078125,,,,,2021-03-08,2.9252319336000028,64.56640625,,,北海道
JP-01,HOKKAIDO,2021-03-12,19740.443359375,19657.96484375,20003.150390625,704.4765625,697.5414428711,727.4956665039,896.542175293,892.1775512695,955.1845092773,18108.291015625,18037.40234375,18284.138671875,,,,,2021-03-08,2.8882446288999972,58.56640625,,,北海道
JP-01,HOKKAIDO,2021-03-13,19799.755859375,19701.26171875,20113.15625,707.2463378906,698.9560546875,734.7823486328,897.6981811523,892.5018310547,967.48046875,18164.55078125,18079.876953125,18374.62109375,,,,,2021-03-08,2.7697753905999889,59.3125,,,北海道
JP-01,HOKKAIDO,2021-03-14,19858.755859375,19745.728515625,20218.072265625,709.9537963867,700.4321289062,741.6000976562,898.5256958008,892.5835571289,978.2877807617,18220.57421875,18123.388671875,18461.7421875,,,,,2021-03-08,2.7074584961000028,59,,,北海道
JP-01,HOKKAIDO,2021-03-15,19910.515625,19784.3828125,20310.265625,712.7219848633,702.0793457031,748.1127319336,894.1586303711,887.5874633789,982.3236694336,18276.767578125,18168.2265625,18546.177734375,,,,,2021-03-08,2.7681884766000167,51.759765625,,,北海道
JP-01,HOKKAIDO,2021-03-16,19963.328125,19825.279296875,20399.931640625,715.5434570312,703.8795166016,754.3471679688,887.9795532227,880.8682861328,983.3519287109,18332.9140625,18214.056640625,18627.9375,,,,,2021-03-08,2.8214721678999695,52.8125,,,北海道
JP-01,HOKKAIDO,2021-03-17,20016.376953125,19867.513671875,20486.2890625,718.3999633789,705.8047485352,760.3159179688,882.4075927734,874.8177490234,984.1656494141,18388.74609375,18260.513671875,18707.044921875,,,,,2021-03-08,2.8565063477000194,53.048828125,,,北海道
JP-01,HOKKAIDO,2021-03-18,20070.44921875,19911.75,20570.666015625,721.2828979492,707.8377075195,766.0388183594,877.0270385742,869.0155639648,984.4113769531,18444.7265625,18307.96875,18784.1796875,,,,,2021-03-08,2.8829345702999944,54.072265625,,,北海道
JP-01,HOKKAIDO,2021-03-19,20120.37109375,19952.794921875,20647.068359375,724.1015014648,709.8814697266,771.4451293945,870.7662963867,862.3939819336,982.9652709961,18499.8671875,18355.359375,18858.52734375,,,,,2021-03-08,2.8186035155999889,49.921875,,,北海道
JP-01,HOKKAIDO,2021-03-20,20169.560546875,19993.921875,20720.123046875,726.7856445312,711.8604736328,776.483215332,863.2525634766,854.5794677734,979.4633178711,18554.97265625,18403.40625,18931.123046875,,,,,2021-03-08,2.6841430663999972,49.189453125,,,北海道
JP-01,HOKKAIDO,2021-03-21,20220.9140625,20037.900390625,20793.673828125,729.3847045898,713.8168334961,781.2279663086,857.3797607422,848.4321289062,977.2535400391,18609.35546875,18451.359375,19001.47265625,,,,,2021-03-08,2.5990600586000028,51.353515625,,,北海道
JP-01,HOKKAIDO,2021-03-22,20265.55078125,20075.931640625,20856.8515625,732.029296875,715.8726196289,785.8373413086,847.545715332,838.4039306641,970.0072021484,18663.53515625,18499.681640625,19070.21484375,,,,,2021-03-08,2.6445922852000194,44.63671875,,,北海道
JP-01,HOKKAIDO,2021-03-23,20310.33203125,20114.673828125,20918.76171875,734.7114868164,718.0147094727,790.3220825195,836.0617675781,826.7803344727,960.3833618164,18717.3359375,18548.1328125,19137.322265625,,,,,2021-03-08,2.6821899413999972,44.78125,,,北海道
JP-01,HOKKAIDO,2021-03-24,20354.32421875,20153.177734375,20978.134765625,737.4097900391,720.2171630859,794.6787109375,824.6915893555,815.3023071289,950.4513549805,18770.458984375,18596.375,19202.69140625,,,,,2021-03-08,2.6983032227000194,43.9921875,,,北海道
JP-01,HOKKAIDO,2021-03-25,20399.36328125,20193.193359375,21037.3515625,740.1123657227,722.4642944336,798.9038696289,813.7380371094,804.265625,940.6055908203,18823.30078125,18644.75390625,19266.70703125,,,,,2021-03-08,2.7025756836000028,45.0390625,,,北海道
JP-01,HOKKAIDO,2021-03-26,20440.173828125,20229.494140625,21089.884765625,742.736328125,724.6712036133,802.9224243164,801.9769287109,792.4570922852,929.4763793945,18874.966796875,18692.34375,19328.59375,,,,,2021-03-08,2.6239624022999806,40.810546875,,,北海道
JP-01,HOKKAIDO,2021-03-27,20481.4765625,20266.669921875,21142.044921875,745.216003418,726.7705688477,806.673828125,790.1322631836,780.5895385742,917.9359741211,18926.189453125,18739.837890625,19389.185546875,,,,,2021-03-08,2.4796752930000139,41.302734375,,,北海道
JP-01,HOKKAIDO,2021-03-28,20525.44921875,20306.826171875,21196.466796875,747.6051635742,728.8115234375,810.2209472656,780.856262207,771.2802734375,909.1017456055,18976.44921875,18786.681640625,19447.90625,,,,,2021-03-08,2.3891601561999778,43.97265625,,,北海道
JP-01,HOKKAIDO,2021-03-29,20564.93359375,20342.896484375,21244.1171875,750.0278320312,730.9124145508,813.712097168,769.5064086914,759.9406738281,897.6099243164,19026.318359375,18833.421875,19505.521484375,,,,,2021-03-08,2.4226684569999861,39.484375,,,北海道
