地域コード,地域識別コード,境域年次(2015),境域年次(2000),,人口　平成27年　(a),人口　平成22年（組替） 2),平成22年～27年の人口増減数 2),平成22年～27年の人口増減率（％） 2),面積（km2）　(b) 1) 2),人口密度（1km2当たり）　(a)/(b) 2),世帯数　平成27年,世帯数　平成22年（組替） 2),平成22年～27年の世帯数増減数 2),平成22年～27年の世帯数増減率（％） 2)
18322,9,,2000,(旧 323 上志比村),3003,3301,-298,-9.0275674038,25.35,118.5,869,905,-36,-3.9779005525
18380,c,2015,2000,今立郡,2638,3046,-408,-13.3946158897,194.65,13.6,902,1006,-104,-10.3379721670
18382,3,2015,2000,池田町,2638,3046,-408,-13.3946158897,194.65,13.6,902,1006,-104,-10.3379721670
18400,c,2015,2000,南条郡,10799,11551,-752,-6.5102588520,343.69,31.4,3353,3483,-130,-3.7324145851
18404,3,2015,,南越前町,10799,11551,-752,-6.5102588520,343.69,31.4,3353,3483,-130,-3.7324145851
18404,9,,2000,(旧 401 南条町),5306,5457,-151,-2.7670881437,53.06,100.0,1452,1487,-35,-2.3537323470
18404,9,,2000,(旧 402 今庄町),3836,4260,-424,-9.9530516432,241.30,15.9,1318,1395,-77,-5.5197132616
18404,9,,2000,(旧 403 河野村),1657,1834,-177,-9.6510359869,49.48,33.5,583,601,-18,-2.9950083195
18420,c,2015,2000,丹生郡,21538,23160,-1622,-7.0034542314,153.15,140.6,6560,6728,-168,-2.4970273484
18423,3,2015,,越前町,21538,23160,-1622,-7.0034542314,153.15,140.6,6560,6728,-168,-2.4970273484
18423,9,,2000,(旧 421 朝日町),8973,9375,-402,-4.2880000000,45.47,197.3,2596,2638,-42,-1.5921152388
18423,9,,2000,(旧 422 宮崎村),3608,3899,-291,-7.4634521672,33.06,109.1,1035,1054,-19,-1.8026565465
18423,9,,2000,(旧 423 越前町),4542,5117,-575,-11.2370529607,35.08,129.5,1611,1706,-95,-5.5685814771
18423,9,,2000,(旧 425 織田町),4415,4769,-354,-7.4229398197,39.22,112.6,1318,1330,-12,-0.9022556391
18440,c,2015,2000,三方郡,9914,10563,-649,-6.1440878538,152.35,65.1,3899,3879,20,0.5155968033
18442,3,2015,2000,美浜町,9914,10563,-649,-6.1440878538,152.35,65.1,3899,3879,20,0.5155968033
18480,c,2015,2000,大飯郡,18921,19642,-721,-3.6707056308,284.59,66.5,7413,7188,225,3.1302170284
18481,3,2015,2000,高浜町,10596,11062,-466,-4.2126197794,72.40,146.4,4191,4044,147,3.6350148368
18483,3,2015,,おおい町,8325,8580,-255,-2.9720279720,212.19,39.2,3222,3144,78,2.4809160305
18483,9,,2000,(旧 462 名田庄村),2313,2534,-221,-8.7213891081,143.83,16.1,843,884,-41,-4.6380090498
18483,9,,2000,(旧 482 大飯町),6012,6046,-34,-0.5623552762,68.09,88.3,2379,2260,119,5.2654867257
18500,c,2015,2000,三方上中郡,15257,16099,-842,-5.2301385179,178.49,85.5,4871,4994,-123,-2.4629555467
18501,3,2015,,若狭町,15257,16099,-842,-5.2301385179,178.49,85.5,4871,4994,-123,-2.4629555467
18501,9,,2000,(旧 441 三方町),7812,8274,-462,-5.5837563452,96.57,80.9,2573,2617,-44,-1.6813144822
18501,9,,2000,(旧 461 上中町),7445,7825,-380,-4.8562300319,82.08,90.7,2298,2377,-79,-3.3235170383
19000,a,2015,2000,山梨県,834930,863075,-28145,-3.2610143962,4465.27,187.0,330976,327721,3255,0.9932228939
19001,b,2015,2000,市部,712854,736930,-24076,-3.2670674284,2816.42,253.1,284164,281653,2511,0.8915225472
19002,b,2015,2000,郡部,122076,126145,-4069,-3.2256530184,1648.85,74.0,46812,46068,744,1.6150039073
19201,2,2015,,甲府市,193125,198992,-5867,-2.9483597331,212.47,909.0,85057,85101,-44,-0.0517032702
19201,9,,2000,(旧 201 甲府市),187916,193403,-5487,-2.8370811208,171.88,1093.3,83216,83247,-31,-0.0372385792
19201,9,,2000,(旧 326 中道町),4968,5302,-334,-6.2995096190,21.02,236.3,1729,1729,0,0.0000000000
19201,9,,2000,(旧 341 上九一色村（北部）),241,287,-46,-16.0278745645,19.51,12.4,112,125,-13,-10.4000000000
19202,2,2015,2000,富士吉田市,49003,50619,-1616,-3.1924771331,121.74,402.5,18091,17713,378,2.1340258567
19204,2,2015,2000,都留市,32002,33588,-1586,-4.7219244968,161.63,198.0,13465,13536,-71,-0.5245271868
19205,2,2015,,山梨市,35141,36832,-1691,-4.5911164205,289.80,121.3,12961,13039,-78,-0.5982053838
19205,9,,2000,(旧 205 山梨市),29738,30784,-1046,-3.3978690229,53.11,559.9,10929,10870,59,0.5427782889
19205,9,,2000,(旧 302 牧丘町),4543,5008,-465,-9.2851437700,101.85,44.6,1705,1790,-85,-4.7486033520
19205,9,,2000,(旧 303 三富村),860,1040,-180,-17.3076923077,134.91,6.4,327,379,-52,-13.7203166227
19206,2,2015,2000,大月市,25419,28120,-2701,-9.6052631579,280.25,90.7,9804,10151,-347,-3.4183824254
19207,2,2015,2000,韮崎市,30680,32477,-1797,-5.5331465345,143.69,213.5,11673,11826,-153,-1.2937595129
19208,2,2015,,南アルプス市,70828,72635,-1807,-2.4877813726,264.14,268.1,25135,24500,635,2.5918367347
19208,9,,2000,(旧 386 八田村),7158,7491,-333,-4.4453344013,8.04,890.3,2580,2533,47,1.8555073036
19208,9,,2000,(旧 387 白根町),19409,19930,-521,-2.6141495233,39.14,495.9,6906,6709,197,2.9363541511
19208,9,,2000,(旧 388 芦安村),328,397,-69,-17.3803526448,147.74,2.2,138,172,-34,-19.7674418605
19208,9,,2000,(旧 389 若草町),12818,12559,259,2.0622661040,10.28,1246.9,4386,4092,294,7.1847507331
19208,9,,2000,(旧 390 櫛形町),18663,19453,-790,-4.0610702719,42.57,438.4,6587,6610,-23,-0.3479576399
19208,9,,2000,(旧 391 甲西町),12452,12805,-353,-2.7567356501,16.29,764.4,4538,4384,154,3.5127737226
19209,2,2015,,北杜市,45111,46968,-1857,-3.9537557486,602.48,74.9,18408,18281,127,0.6947103550
19209,9,,2000,(旧 402 明野村),4418,4654,-236,-5.0709067469,28.10,157.2,1663,1662,1,0.0601684717
19209,9,,2000,(旧 403 須玉町),5908,6374,-466,-7.3109507374,174.26,33.9,2424,2488,-64,-2.5723472669
19209,9,,2000,(旧 404 高根町),9070,9263,-193,-2.0835582425,64.66,140.3,3660,3558,102,2.8667790894
19209,9,,2000,(旧 405 長坂町),8897,9107,-210,-2.3059185242,40.86,217.7,3665,3572,93,2.6035834267
19209,9,,2000,(旧 406 大泉村),4621,4628,-7,-0.1512532411,63.07,73.3,1990,1932,58,3.0020703934
19209,9,,2000,(旧 407 小淵沢町),5675,5880,-205,-3.4863945578,33.14,171.2,2364,2342,22,0.9393680615
